<><><><><><><><> 
Begin: 13-Mar-2014 10:30:40 
0.451 0.284 0.990 
0.767 0.295 0.584 
0.734 0.295 0.432 
0.634 0.295 0.989 
0.768 0.284 0.804 
0.734 0.296 0.585 
0.350 0.285 0.880 
0.317 0.284 0.640 
1.001 0.295 0.584 
0.333 0.295 0.497 
0.234 0.284 0.716 
0.652 0.296 0.748 
0.902 0.306 0.863 
0.734 0.295 0.662 
0.350 0.295 0.782 
0.500 0.296 0.519 
0.567 0.295 0.694 
0.984 0.295 1.000 
0.334 0.284 0.880 
0.884 0.296 0.475 
0.717 0.295 0.432 
0.499 0.295 0.410 
0.350 0.296 0.541 
0.551 0.284 0.574 
0.584 0.296 0.420 
0.300 0.295 0.521 
0.667 0.306 0.361 
0.384 0.295 0.650 
0.517 0.285 0.727 
0.667 0.295 0.661 
0.401 0.295 0.749 
0.434 0.295 0.673 
0.701 0.295 0.683 
0.417 0.296 0.705 
0.868 0.284 0.989 
0.984 0.295 0.750 
0.784 0.295 0.683 
0.484 0.284 0.705 
0.667 0.295 0.858 
0.284 0.295 0.826 
0.934 0.284 0.662 
0.901 0.296 1.000 
0.852 0.295 0.813 
0.417 0.284 0.705 
0.684 0.284 0.991 
0.217 0.295 1.001 
0.551 0.284 0.563 
0.451 0.296 0.999 
0.334 0.295 0.760 
0.350 0.295 0.661 
0.533 0.306 0.579 
0.284 0.284 0.628 
0.684 0.295 0.454 
0.584 0.295 0.673 
0.751 0.306 0.656 
0.770 0.284 0.782 
0.717 0.295 0.727 
0.234 0.296 0.661 
0.251 0.295 0.616 
0.451 0.307 0.941 
0.634 0.284 0.661 
0.717 0.302 0.619 
0.533 0.291 0.506 
0.851 0.301 0.932 
0.784 0.293 0.705 
0.985 0.284 0.990 
0.634 0.284 0.989 
0.467 0.295 0.639 
0.284 0.295 0.497 
0.684 0.306 0.656 
0.818 0.306 0.666 
0.534 0.306 0.820 
0.267 0.306 0.732 
0.417 0.295 0.432 
0.317 0.306 1.006 
0.434 0.284 0.738 
0.551 0.295 0.857 
0.617 0.306 0.601 
0.567 0.295 0.717 
0.901 0.296 0.749 
0.617 0.295 0.574 
0.951 0.296 0.671 
0.717 0.284 0.989 
0.968 0.295 0.541 
0.400 0.284 0.508 
0.751 0.284 0.913 
0.434 0.295 0.640 
0.735 0.295 0.999 
0.751 0.306 1.006 
0.250 0.306 0.514 
0.400 0.295 0.585 
0.384 0.295 0.628 
0.733 0.295 0.683 
0.884 0.284 0.803 
0.484 0.285 0.640 
0.834 0.285 0.639 
0.735 0.306 1.006 
0.201 0.306 0.677 
0.684 0.295 0.628 
0.517 0.284 0.650 
0.934 0.295 0.716 
0.200 0.295 0.683 
0.567 0.295 0.617 
0.534 0.306 0.700 
0.567 0.295 0.650 
0.818 0.295 0.738 
0.466 0.284 0.519 
0.834 0.295 0.553 
0.584 0.295 0.618 
0.234 0.296 0.749 
0.350 0.284 0.770 
0.784 0.296 0.606 
0.584 0.295 0.989 
0.317 0.306 0.655 
0.468 0.306 0.677 
0.683 0.295 0.453 
0.350 0.295 0.661 
0.801 0.284 0.585 
0.400 0.295 0.727 
0.933 0.295 1.001 
0.417 0.295 0.661 
0.817 0.295 0.487 
0.349 0.295 0.672 
0.434 0.295 0.651 
0.267 0.306 0.766 
0.667 0.295 0.596 
0.751 0.296 0.727 
0.634 0.295 0.770 
0.551 0.285 0.628 
<><><><><><><><> 
Overall acc:  0.85    Male acc:  0.89    Fem acc:  0.81 
RT (mean):  0.69 
Consist:  0.64 
<><><><><><><><> 
End: 13-Mar-2014 10:36:01 
