<><><><><><><><> 
Begin: 13-Mar-2014 10:44:27 
0.450 0.284 0.672 
0.767 0.296 0.322 
0.734 0.296 0.355 
0.634 0.296 0.432 
0.767 0.285 0.333 
0.735 0.296 0.463 
0.350 0.285 0.443 
0.300 0.295 0.410 
1.001 0.295 0.432 
0.334 0.295 0.409 
0.234 0.284 0.431 
0.650 0.296 0.366 
0.901 0.306 0.350 
0.734 0.296 0.552 
0.350 0.295 0.410 
0.501 0.296 0.377 
0.567 0.296 0.322 
0.985 0.296 0.377 
0.334 0.284 0.388 
0.884 0.295 0.529 
0.717 0.296 0.367 
0.501 0.295 0.366 
0.350 0.296 0.553 
0.550 0.295 0.464 
0.584 0.295 0.640 
0.300 0.295 0.322 
0.667 0.306 0.448 
0.384 0.295 0.989 
0.517 0.284 0.716 
0.667 0.295 0.366 
0.400 0.295 0.355 
0.434 0.295 0.366 
0.701 0.295 0.295 
0.417 0.295 0.377 
0.868 0.285 0.366 
0.985 0.295 0.355 
0.784 0.295 0.421 
0.484 0.284 0.344 
0.667 0.295 0.421 
0.284 0.295 0.442 
0.934 0.284 0.465 
0.901 0.295 0.497 
0.851 0.295 0.399 
0.417 0.284 0.990 
0.684 0.285 0.584 
0.217 0.295 0.409 
0.550 0.285 0.355 
0.451 0.295 0.508 
0.334 0.295 0.355 
0.350 0.284 0.464 
0.534 0.307 0.329 
0.284 0.284 0.410 
0.684 0.296 0.410 
0.584 0.285 0.749 
0.767 0.284 0.508 
0.767 0.284 0.432 
0.718 0.295 0.295 
0.234 0.295 0.420 
0.250 0.306 0.383 
0.451 0.306 0.404 
0.634 0.285 0.388 
0.718 0.306 0.448 
0.533 0.285 0.641 
0.851 0.307 0.448 
0.784 0.284 0.377 
0.984 0.284 0.322 
0.634 0.285 0.377 
0.467 0.295 0.333 
0.284 0.295 0.388 
0.684 0.307 0.371 
0.834 0.284 0.606 
0.534 0.307 0.645 
0.267 0.306 0.492 
0.417 0.296 0.410 
0.333 0.284 0.519 
0.434 0.285 0.475 
0.551 0.295 0.485 
0.617 0.307 0.448 
0.567 0.295 0.409 
0.900 0.295 0.552 
0.617 0.295 0.541 
0.951 0.306 0.448 
0.717 0.284 0.508 
0.968 0.296 0.650 
0.400 0.284 0.530 
0.751 0.284 0.344 
0.435 0.295 0.387 
0.734 0.295 0.366 
0.751 0.306 0.393 
0.250 0.306 0.503 
0.400 0.306 0.339 
0.385 0.295 0.475 
0.734 0.295 0.410 
0.884 0.284 0.421 
0.484 0.284 0.399 
0.835 0.284 0.628 
0.751 0.284 0.388 
0.200 0.306 0.481 
0.684 0.295 0.388 
0.517 0.284 0.420 
0.934 0.295 0.475 
0.200 0.295 0.453 
0.567 0.296 0.453 
0.534 0.307 0.492 
0.567 0.295 0.399 
0.818 0.295 0.344 
0.467 0.285 0.366 
0.834 0.295 0.454 
0.585 0.285 0.540 
0.233 0.295 0.421 
0.350 0.284 0.453 
0.784 0.295 0.410 
0.584 0.295 0.453 
0.317 0.306 0.448 
0.483 0.284 0.421 
0.684 0.296 0.464 
0.350 0.295 0.432 
0.800 0.284 0.344 
0.400 0.295 0.443 
0.934 0.295 0.345 
0.416 0.296 0.377 
0.817 0.295 0.464 
0.350 0.295 0.552 
0.435 0.295 0.398 
0.267 0.306 0.503 
0.667 0.295 0.464 
0.750 0.295 0.333 
0.634 0.295 0.509 
0.551 0.284 0.366 
<><><><><><><><> 
Overall acc:  0.63    Male acc:  0.62    Fem acc:  0.64 
RT (mean):  0.45 
Consist:  0.08 
<><><><><><><><> 
End: 13-Mar-2014 10:48:42 
