<><><><><><><><> 
Begin: 25-Jun-2014 14:24:22 
0.551 1.367 1.367 
0.367 1.367 1.367 
0.351 1.050 1.050 
0.585 1.618 1.618 
0.368 1.116 1.116 
0.535 1.827 1.827 
0.516 1.979 1.979 
0.434 1.913 1.913 
0.567 1.389 1.389 
0.267 1.728 1.728 
0.501 1.542 1.542 
0.250 2.658 2.658 
0.534 1.149 1.149 
0.601 1.695 1.695 
0.601 1.563 1.563 
0.284 1.443 1.443 
<><><><><><><><> 
RT (mean):  1.67 
Consistency:  0.06 
Self Consistency:  0.67 
<><><><><><><><> 
End: 25-Jun-2014 14:34:45 
