<><><><><><><><> 
Begin: 25-Jun-2014 15:11:19 
0.550 1.487 1.487 
0.367 1.575 1.575 
0.350 1.893 1.893 
0.584 0.931 0.931 
0.367 2.363 2.363 
0.550 2.044 2.044 
0.502 2.242 2.242 
0.433 1.235 1.235 
0.568 1.367 1.367 
0.266 0.908 0.908 
0.501 1.039 1.039 
0.250 1.082 1.082 
0.534 1.454 1.454 
0.601 0.962 0.962 
0.601 1.235 1.235 
0.284 1.094 1.094 
<><><><><><><><> 
RT (mean):  1.50 
Consistency:  0.02 
Self Consistency:  0.73 
<><><><><><><><> 
End: 25-Jun-2014 15:20:50 
