<><><><><><><><> 
Begin: 25-Jun-2014 14:58:14 
0.551 1.268 1.268 
0.351 1.368 1.368 
0.351 2.188 2.188 
0.583 1.181 1.181 
0.367 2.350 2.350 
0.534 1.181 1.181 
0.517 1.127 1.127 
0.434 2.110 2.110 
0.568 2.710 2.710 
0.266 1.050 1.050 
0.501 1.006 1.006 
0.250 1.115 1.115 
0.534 1.575 1.575 
0.601 1.543 1.543 
0.600 1.171 1.171 
0.284 1.006 1.006 
<><><><><><><><> 
RT (mean):  1.61 
Consistency:  -0.19 
Self Consistency:  0.80 
<><><><><><><><> 
End: 25-Jun-2014 15:08:25 
