<><><><><><><><> 
Begin: 25-Jun-2014 14:09:53 
0.551 1.803 1.803 
0.350 1.496 1.496 
0.350 2.305 2.305 
0.584 1.749 1.749 
0.367 1.651 1.651 
0.550 1.716 1.716 
0.516 2.677 2.677 
0.434 1.900 1.900 
0.567 1.355 1.355 
0.267 2.042 2.042 
0.501 1.639 1.639 
0.250 1.879 1.879 
0.533 2.262 2.262 
0.601 1.377 1.377 
0.600 1.847 1.847 
0.283 1.836 1.836 
<><><><><><><><> 
RT (mean):  1.95 
Consistency:  0.05 
Self Consistency:  1.00 
<><><><><><><><> 
End: 25-Jun-2014 14:21:51 
