<><><><><><><><> 
Begin: 27-Jun-2014 13:58:22 
0.384 0.985 0.985 
0.233 1.587 1.587 
0.217 0.941 0.941 
0.234 1.148 1.148 
0.483 1.182 1.182 
0.384 1.204 1.204 
0.568 3.995 4.223 
0.534 1.291 1.291 
0.216 0.973 0.973 
0.501 0.941 0.941 
0.267 2.997 2.997 
0.351 1.017 1.017 
0.267 1.039 1.039 
0.217 1.301 1.301 
0.284 0.876 0.876 
0.217 1.247 1.247 
<><><><><><><><> 
RT (mean):  1.42 
Consistency:  0.02 
Self Consistency:  0.67 
<><><><><><><><> 
End: 27-Jun-2014 14:07:53 
