<><><><><><><><> 
Begin: 27-Jun-2014 13:46:50 
0.383 1.181 1.181 
0.217 2.088 2.088 
0.217 1.202 1.202 
0.234 1.279 1.279 
0.483 1.094 1.094 
0.384 1.519 1.519 
0.567 2.776 2.776 
0.534 1.487 1.487 
0.217 2.917 2.917 
0.501 1.028 1.028 
0.267 0.853 0.853 
0.350 0.995 0.995 
0.267 3.028 3.028 
0.216 1.377 1.377 
0.284 1.399 1.399 
0.217 2.274 2.274 
<><><><><><><><> 
RT (mean):  1.60 
Consistency:  0.22 
Self Consistency:  1.00 
<><><><><><><><> 
End: 27-Jun-2014 13:57:07 
