<><><><><><><><> 
Begin: 11-Mar-2014 14:28:36 
0.451 0.285 0.519 
0.768 0.295 0.464 
0.734 0.295 0.519 
0.634 0.296 0.476 
0.768 0.285 0.355 
0.734 0.295 0.519 
0.350 0.285 0.487 
0.300 0.295 0.673 
1.001 0.295 0.421 
0.334 0.295 0.507 
0.234 0.011 0.011 
0.651 0.295 0.519 
0.901 0.307 0.503 
0.734 0.295 0.410 
0.350 0.296 0.465 
0.500 0.295 0.420 
0.568 0.296 0.420 
0.984 0.295 0.366 
0.334 0.284 0.585 
0.884 0.295 0.454 
0.718 0.295 0.705 
0.500 0.295 0.519 
0.349 0.295 0.497 
0.551 0.284 0.475 
0.584 0.296 0.530 
0.300 0.295 0.453 
0.668 0.307 0.339 
0.384 0.295 0.475 
0.517 0.285 0.410 
0.668 0.295 0.355 
0.400 0.295 0.530 
0.433 0.295 0.410 
0.701 0.295 0.333 
0.417 0.295 0.431 
0.867 0.284 0.388 
0.984 0.296 0.464 
0.784 0.295 0.366 
0.484 0.284 0.552 
0.666 0.295 0.410 
0.284 0.295 0.486 
0.934 0.284 0.398 
0.901 0.295 0.519 
0.851 0.295 0.519 
0.417 0.285 0.443 
0.684 0.284 0.475 
0.217 0.295 0.399 
0.550 0.284 0.454 
0.450 0.295 0.705 
0.334 0.295 0.717 
0.350 0.285 0.399 
0.534 0.306 0.426 
0.284 0.284 0.464 
0.684 0.295 0.333 
0.584 0.295 0.388 
0.751 0.306 0.536 
0.768 0.285 0.421 
0.718 0.295 0.530 
0.234 0.296 0.530 
0.251 0.306 0.481 
0.451 0.307 0.547 
0.634 0.285 0.399 
0.718 0.307 0.470 
0.534 0.285 0.464 
0.851 0.306 0.459 
0.784 0.284 0.344 
0.984 0.285 0.377 
0.633 0.284 0.465 
0.467 0.295 0.411 
0.284 0.296 0.387 
0.684 0.306 0.328 
0.818 0.307 0.437 
0.534 0.306 0.371 
0.283 0.284 0.508 
0.417 0.295 0.345 
0.317 0.306 0.460 
0.434 0.284 0.541 
0.551 0.295 0.563 
0.617 0.307 0.394 
0.567 0.295 0.519 
0.901 0.295 0.311 
0.617 0.295 0.464 
0.951 0.306 0.470 
0.717 0.295 0.366 
0.968 0.296 0.333 
0.400 0.285 0.498 
0.751 0.285 0.464 
0.434 0.011 0.011 
0.733 0.306 0.470 
0.750 0.306 0.394 
0.250 0.306 0.580 
0.401 0.296 0.431 
0.383 0.295 0.421 
0.734 0.296 0.322 
0.884 0.284 0.409 
0.484 0.284 0.410 
0.834 0.284 0.322 
0.750 0.285 0.497 
0.200 0.307 0.557 
0.684 0.296 0.345 
0.517 0.285 0.508 
0.935 0.296 0.496 
0.200 0.295 0.486 
0.567 0.296 0.377 
0.534 0.306 0.492 
0.567 0.295 0.355 
0.818 0.295 0.345 
0.467 0.285 0.411 
0.834 0.295 0.486 
0.584 0.295 0.388 
0.233 0.295 0.684 
0.350 0.284 0.475 
0.784 0.240 0.240 
0.584 0.263 0.263 
0.317 0.307 0.437 
0.483 0.011 0.011 
0.683 0.295 0.442 
0.350 0.022 0.022 
0.801 0.285 0.497 
0.400 0.274 0.274 
0.933 0.295 0.410 
0.417 0.296 0.432 
0.817 0.295 0.333 
0.350 0.295 0.519 
0.434 0.295 0.541 
0.283 0.284 0.475 
0.667 0.296 0.355 
0.751 0.295 0.409 
0.634 0.296 0.442 
0.551 0.284 0.366 
<><><><><><><><> 
Overall acc:  0.72    Male acc:  0.78    Fem acc:  0.66 
RT (mean):  0.44 
Consist:  0.29 
<><><><><><><><> 
End: 11-Mar-2014 14:32:49 
