<><><><><><><><> 
Begin: 06-Feb-2014 11:49:10 
0.450 0.285 0.476 
0.767 0.286 0.652 
0.734 0.297 0.760 
0.634 0.296 0.464 
0.768 0.285 0.443 
0.735 0.296 0.464 
0.350 0.285 0.477 
0.301 0.296 0.377 
1.001 0.297 0.530 
0.333 0.296 0.750 
0.234 0.286 0.565 
0.651 0.296 0.322 
0.902 0.296 0.389 
0.735 0.297 0.520 
0.351 0.296 0.365 
0.501 0.285 0.285 
0.567 0.296 0.296 
0.985 0.296 0.782 
0.334 0.285 0.487 
0.885 0.296 0.410 
0.717 0.296 0.685 
0.501 0.296 0.542 
0.350 0.296 0.574 
0.550 0.295 0.399 
0.584 0.296 0.377 
0.300 0.296 0.564 
0.667 0.297 0.552 
0.384 0.296 0.497 
0.517 0.286 0.761 
0.667 0.296 0.419 
0.400 0.296 0.618 
0.435 0.297 0.366 
0.702 0.285 0.285 
0.416 0.296 0.618 
0.868 0.286 0.411 
0.984 0.285 0.285 
0.784 0.296 0.433 
0.484 0.285 0.421 
0.666 0.296 0.422 
0.284 0.296 0.399 
0.934 0.285 0.454 
0.901 0.296 0.543 
0.850 0.307 0.461 
0.417 0.286 0.618 
0.684 0.285 0.410 
0.217 0.296 0.432 
0.551 0.285 0.377 
0.450 0.296 0.465 
0.335 0.296 0.321 
0.349 0.296 0.334 
0.551 0.011 0.011 
0.284 0.285 0.706 
0.685 0.296 0.563 
0.584 0.285 0.420 
0.768 0.286 0.377 
0.767 0.285 0.706 
0.717 0.286 0.322 
0.233 0.296 0.432 
0.251 0.296 0.411 
0.466 0.011 0.011 
0.633 0.285 0.510 
0.734 0.285 0.619 
0.533 0.285 0.586 
0.851 0.307 0.470 
0.784 0.286 0.421 
0.984 0.285 0.476 
0.633 0.285 0.860 
0.467 0.286 0.565 
0.285 0.296 0.311 
0.684 0.307 0.985 
0.834 0.285 0.563 
0.534 0.296 0.509 
0.283 0.285 0.565 
0.418 0.252 0.252 
0.333 0.285 0.356 
0.433 0.285 0.553 
0.551 0.298 0.437 
0.618 0.296 0.410 
0.568 0.297 0.574 
0.901 0.296 0.585 
0.617 0.296 0.598 
0.951 0.296 0.640 
0.718 0.286 0.663 
0.968 0.296 0.389 
0.401 0.011 0.011 
0.751 0.285 0.914 
0.433 0.296 0.356 
0.734 0.033 0.033 
0.751 0.263 0.263 
0.251 0.296 0.488 
0.401 0.296 0.672 
0.383 0.186 0.186 
0.735 0.296 0.552 
0.883 0.285 0.673 
0.484 0.285 0.498 
0.834 0.285 0.629 
0.750 0.285 0.618 
0.200 0.307 0.571 
0.684 0.296 0.509 
0.517 0.286 0.607 
0.935 0.296 0.487 
0.200 0.296 0.653 
0.566 0.296 0.312 
0.534 0.307 0.614 
0.567 0.296 0.695 
0.818 0.296 0.366 
0.467 0.285 0.542 
0.835 0.285 0.639 
0.585 0.286 0.662 
0.235 0.287 0.530 
0.350 0.286 0.455 
0.785 0.285 0.707 
0.584 0.296 0.576 
0.317 0.307 0.448 
0.484 0.285 0.333 
0.684 0.296 0.531 
0.350 0.296 0.411 
0.800 0.285 0.312 
0.399 0.296 0.389 
0.935 0.296 0.651 
0.418 0.296 0.432 
0.819 0.296 0.332 
0.351 0.296 0.529 
0.435 0.297 0.398 
0.267 0.307 0.493 
0.668 0.285 0.311 
0.751 0.296 0.476 
0.635 0.296 0.674 
0.551 0.286 0.662 
<><><><><><><><> 
Overall acc:  0.65    Male acc:  0.64    Fem acc:  0.66 
RT (mean):  0.46 
Consist:  0.13 
<><><><><><><><> 
End: 06-Feb-2014 11:53:29 
