<><><><><><><><> 
Begin: 06-Feb-2014 11:44:00 
0.450 0.286 0.455 
0.767 0.296 0.729 
0.735 0.296 0.453 
0.635 0.296 0.343 
0.767 0.285 0.476 
0.734 0.296 0.355 
0.350 0.285 0.454 
0.301 0.296 0.574 
1.001 0.297 0.498 
0.334 0.297 0.442 
0.233 0.285 0.432 
0.652 0.296 0.452 
0.917 0.285 0.477 
0.734 0.296 0.673 
0.349 0.296 0.499 
0.501 0.296 0.498 
0.568 0.296 0.365 
0.985 0.296 0.507 
0.333 0.285 0.532 
0.884 0.296 0.520 
0.717 0.296 0.410 
0.501 0.296 0.663 
0.350 0.298 0.444 
0.550 0.285 0.531 
0.584 0.296 0.565 
0.301 0.296 0.552 
0.667 0.297 0.552 
0.383 0.296 0.444 
0.516 0.285 0.927 
0.667 0.296 0.311 
0.401 0.296 0.487 
0.434 0.296 0.465 
0.701 0.285 0.487 
0.417 0.297 0.354 
0.868 0.286 0.420 
0.984 0.296 0.487 
0.785 0.296 0.322 
0.483 0.285 0.575 
0.667 0.296 0.520 
0.300 0.285 0.673 
0.934 0.285 0.541 
0.902 0.296 0.597 
0.851 0.296 0.431 
0.417 0.285 0.739 
0.684 0.285 0.465 
0.216 0.296 0.410 
0.551 0.285 0.488 
0.450 0.296 0.554 
0.333 0.297 0.564 
0.350 0.285 0.608 
0.534 0.296 0.519 
0.284 0.284 0.663 
0.684 0.297 0.563 
0.584 0.285 0.620 
0.767 0.286 0.454 
0.767 0.285 0.399 
0.718 0.285 0.365 
0.234 0.286 0.532 
0.250 0.306 0.571 
0.466 0.285 0.466 
0.634 0.285 0.596 
0.734 0.285 0.367 
0.534 0.285 0.651 
0.852 0.296 0.597 
0.784 0.287 0.388 
0.984 0.286 0.286 
0.634 0.285 0.478 
0.468 0.285 0.497 
0.284 0.296 0.498 
0.684 0.307 0.395 
0.819 0.307 0.513 
0.533 0.307 0.547 
0.267 0.307 0.395 
0.417 0.296 0.454 
0.317 0.307 0.351 
0.434 0.285 0.345 
0.552 0.296 0.388 
0.618 0.296 0.400 
0.567 0.296 0.475 
0.902 0.296 0.442 
0.617 0.296 0.333 
0.952 0.296 0.432 
0.717 0.285 0.410 
0.968 0.296 0.332 
0.400 0.285 0.553 
0.751 0.286 0.466 
0.434 0.285 0.285 
0.734 0.252 0.252 
0.767 0.285 0.355 
0.250 0.296 0.499 
0.402 0.296 0.332 
0.384 0.296 0.367 
0.734 0.296 0.334 
0.884 0.285 0.443 
0.484 0.274 0.274 
0.834 0.285 0.620 
0.751 0.286 0.674 
0.200 0.307 0.448 
0.684 0.296 0.367 
0.517 0.285 0.399 
0.935 0.274 0.274 
0.201 0.296 1.001 
0.568 0.296 0.475 
0.534 0.307 0.470 
0.567 0.296 0.542 
0.818 0.296 0.312 
0.467 0.285 0.674 
0.835 0.285 0.575 
0.583 0.296 0.488 
0.235 0.296 0.551 
0.350 0.285 0.563 
0.784 0.285 0.453 
0.585 0.296 0.661 
0.317 0.307 0.614 
0.483 0.285 0.488 
0.684 0.296 0.464 
0.350 0.296 0.650 
0.801 0.286 0.519 
0.400 0.296 0.466 
0.934 0.296 0.333 
0.418 0.296 0.519 
0.817 0.296 0.355 
0.350 0.296 0.521 
0.434 0.296 0.366 
0.268 0.307 0.502 
0.668 0.286 0.286 
0.750 0.263 0.263 
0.633 0.296 0.323 
0.550 0.285 0.433 
<><><><><><><><> 
Overall acc:  0.78    Male acc:  0.84    Fem acc:  0.72 
RT (mean):  0.48 
Consist:  0.27 
<><><><><><><><> 
End: 06-Feb-2014 11:48:22 
