<><><><><><><><> 
Begin: 06-Feb-2014 11:32:15 
0.450 0.286 0.991 
0.768 0.285 0.497 
0.734 0.296 0.422 
0.634 0.296 0.991 
0.767 0.285 0.992 
0.734 0.297 0.344 
0.349 0.286 0.597 
0.301 0.296 1.003 
1.001 0.296 0.475 
0.334 0.296 0.485 
0.233 0.285 0.466 
0.652 0.296 0.452 
0.900 0.307 0.416 
0.734 0.296 0.399 
0.351 0.296 0.486 
0.501 0.296 0.399 
0.567 0.296 1.002 
0.985 0.296 0.705 
0.334 0.285 0.486 
0.884 0.296 0.376 
0.717 0.296 0.991 
0.500 0.296 0.477 
0.350 0.296 0.410 
0.551 0.285 0.992 
0.585 0.297 1.001 
0.301 0.285 0.285 
0.668 0.296 0.751 
0.385 0.298 0.996 
0.517 0.285 0.991 
0.667 0.296 0.366 
0.400 0.296 0.454 
0.434 0.296 0.508 
0.701 0.285 0.465 
0.418 0.286 0.991 
0.867 0.285 0.991 
0.984 0.296 0.530 
0.785 0.296 0.486 
0.484 0.285 0.991 
0.668 0.296 0.519 
0.284 0.296 0.782 
0.934 0.285 0.520 
0.901 0.297 0.509 
0.851 0.296 1.002 
0.417 0.285 0.992 
0.683 0.285 0.992 
0.217 0.296 0.323 
0.550 0.285 0.486 
0.450 0.297 0.453 
0.335 0.296 0.651 
0.350 0.285 0.991 
0.535 0.296 1.001 
0.284 0.285 0.597 
0.684 0.297 0.553 
0.583 0.296 0.992 
0.767 0.285 0.838 
0.767 0.285 0.991 
0.718 0.296 0.990 
0.235 0.285 0.991 
0.250 0.307 0.427 
0.451 0.307 0.864 
0.634 0.285 0.992 
0.733 0.285 0.509 
0.534 0.285 0.598 
0.852 0.307 0.997 
0.783 0.285 0.345 
0.984 0.285 0.662 
0.634 0.285 0.992 
0.467 0.285 0.761 
0.285 0.296 0.509 
0.683 0.298 1.004 
0.817 0.307 0.998 
0.534 0.308 0.602 
0.283 0.285 0.991 
0.418 0.296 0.541 
0.333 0.286 0.990 
0.434 0.285 0.509 
0.552 0.296 0.333 
0.618 0.296 1.001 
0.568 0.296 0.727 
0.901 0.296 0.323 
0.617 0.296 0.990 
0.951 0.296 0.356 
0.717 0.285 0.990 
0.968 0.296 0.310 
0.400 0.285 0.992 
0.750 0.285 0.993 
0.434 0.296 0.540 
0.734 0.296 1.002 
0.752 0.296 0.508 
0.250 0.306 0.997 
0.400 0.296 1.001 
0.384 0.296 0.784 
0.734 0.296 0.543 
0.884 0.285 0.990 
0.483 0.285 0.520 
0.833 0.285 0.991 
0.750 0.285 0.454 
0.200 0.307 0.514 
0.683 0.296 0.399 
0.517 0.285 0.991 
0.934 0.296 0.312 
0.200 0.297 0.564 
0.567 0.296 0.576 
0.534 0.307 0.998 
0.568 0.296 0.322 
0.817 0.296 0.992 
0.467 0.285 0.992 
0.833 0.296 0.575 
0.585 0.285 0.531 
0.234 0.297 0.992 
0.350 0.285 0.508 
0.783 0.296 0.991 
0.584 0.296 0.992 
0.334 0.285 0.981 
0.484 0.285 0.487 
0.684 0.296 0.432 
0.350 0.296 0.444 
0.801 0.285 0.991 
0.400 0.296 0.389 
0.934 0.296 0.551 
0.417 0.296 0.706 
0.818 0.296 0.990 
0.350 0.296 0.573 
0.433 0.296 0.992 
0.283 0.285 0.662 
0.667 0.296 0.991 
0.752 0.296 0.705 
0.634 0.296 0.388 
0.550 0.285 0.992 
<><><><><><><><> 
Overall acc:  0.74    Male acc:  1.00    Fem acc:  0.00 
RT (mean):  0.52 
Consist:  NaN 
<><><><><><><><> 
End: 06-Feb-2014 11:37:36 
