<><><><><><><><> 
Begin: 21-Feb-2014 13:15:27 
0.450 0.284 0.322 
0.769 0.262 0.262 
0.735 0.296 0.333 
0.634 0.295 0.674 
0.768 0.285 0.617 
0.734 0.295 0.345 
0.350 0.284 0.913 
0.317 0.284 0.705 
1.000 0.295 0.617 
0.334 0.295 0.629 
0.233 0.295 0.630 
0.652 0.295 0.552 
0.901 0.306 0.329 
0.735 0.296 0.431 
0.351 0.295 0.442 
0.500 0.296 0.409 
0.567 0.296 0.508 
0.984 0.296 0.443 
0.334 0.285 0.519 
0.884 0.295 0.552 
0.717 0.295 0.595 
0.499 0.296 0.575 
0.350 0.295 0.597 
0.550 0.284 0.409 
0.584 0.296 0.595 
0.317 0.274 0.513 
0.668 0.296 0.388 
0.384 0.296 0.410 
0.517 0.285 0.311 
0.666 0.295 0.333 
0.401 0.295 0.475 
0.434 0.296 0.455 
0.701 0.285 0.486 
0.417 0.295 0.388 
0.867 0.285 0.552 
0.985 0.295 1.000 
0.784 0.295 0.311 
0.483 0.285 0.442 
0.667 0.295 0.389 
0.283 0.295 0.355 
0.934 0.284 0.344 
0.902 0.262 0.262 
0.850 0.306 0.328 
0.416 0.285 0.433 
0.684 0.284 0.311 
0.217 0.296 0.409 
0.551 0.022 0.022 
0.451 0.296 0.694 
0.334 0.295 0.453 
0.350 0.285 0.344 
0.533 0.306 0.328 
0.284 0.285 0.366 
0.685 0.296 0.332 
0.585 0.285 0.310 
0.766 0.284 0.312 
0.768 0.285 0.311 
0.716 0.285 0.285 
0.234 0.295 0.387 
0.251 0.296 0.296 
0.466 0.285 0.377 
0.634 0.284 0.333 
0.734 0.285 0.421 
0.534 0.285 0.454 
0.851 0.307 0.492 
0.784 0.284 0.465 
0.984 0.284 0.629 
0.634 0.284 0.476 
0.468 0.284 0.518 
0.283 0.295 0.410 
0.684 0.307 0.328 
0.817 0.307 0.514 
0.534 0.306 0.427 
0.268 0.306 0.415 
0.417 0.295 0.422 
0.333 0.088 0.088 
0.434 0.284 0.990 
0.552 0.296 0.759 
0.618 0.295 0.662 
0.567 0.296 0.573 
0.901 0.296 0.322 
0.618 0.295 0.946 
0.950 0.306 0.394 
0.717 0.284 0.443 
0.969 0.296 0.355 
0.400 0.285 0.355 
0.750 0.284 0.333 
0.434 0.295 0.388 
0.733 0.306 0.428 
0.751 0.306 0.329 
0.249 0.306 0.526 
0.399 0.306 0.350 
0.385 0.241 0.241 
0.734 0.295 0.432 
0.884 0.284 0.728 
0.483 0.284 0.432 
0.834 0.284 0.519 
0.750 0.284 0.847 
0.216 0.284 0.990 
0.683 0.295 0.334 
0.517 0.284 0.356 
0.935 0.033 0.033 
0.200 0.295 0.663 
0.567 0.273 0.273 
0.550 0.285 0.377 
0.567 0.296 0.410 
0.818 0.296 1.001 
0.467 0.284 0.486 
0.835 0.295 0.420 
0.585 0.285 0.410 
0.234 0.296 0.409 
0.350 0.284 0.487 
0.784 0.295 0.475 
0.584 0.295 0.321 
0.317 0.033 0.033 
0.468 0.306 0.459 
0.684 0.296 0.344 
0.350 0.295 0.454 
0.800 0.285 0.285 
0.400 0.296 0.312 
0.934 0.295 0.366 
0.417 0.295 0.312 
0.818 0.296 0.366 
0.351 0.296 0.343 
0.435 0.121 0.121 
0.268 0.306 0.722 
0.667 0.295 0.378 
0.751 0.296 0.990 
0.635 0.296 0.409 
0.549 0.285 0.618 
<><><><><><><><> 
Overall acc:  0.64    Male acc:  0.59    Fem acc:  0.69 
RT (mean):  0.44 
Consist:  0.02 
<><><><><><><><> 
End: 21-Feb-2014 13:19:43 
