<><><><><><><><> 
Begin: 06-Feb-2014 14:45:32 
0.451 0.284 0.990 
0.766 0.295 0.989 
0.734 0.295 0.650 
0.634 0.295 0.476 
0.767 0.285 0.585 
0.735 0.295 0.507 
0.350 0.284 0.618 
0.300 0.295 0.706 
1.002 0.296 0.781 
0.334 0.296 0.595 
0.234 0.285 0.705 
0.651 0.296 0.672 
0.901 0.306 0.700 
0.735 0.295 0.661 
0.350 0.296 0.529 
0.501 0.296 0.541 
0.567 0.295 1.001 
0.984 0.295 0.509 
0.333 0.284 0.695 
0.885 0.295 0.661 
0.717 0.295 0.563 
0.500 0.296 0.871 
0.351 0.296 0.376 
0.550 0.285 0.508 
0.583 0.295 0.432 
0.301 0.296 0.463 
0.668 0.296 0.475 
0.384 0.295 0.530 
0.517 0.285 0.990 
0.668 0.295 0.728 
0.401 0.296 0.989 
0.433 0.296 1.002 
0.701 0.011 0.011 
0.417 0.296 0.683 
0.868 0.285 0.563 
0.983 0.295 0.706 
0.785 0.295 0.431 
0.484 0.285 0.607 
0.667 0.296 0.574 
0.283 0.295 0.377 
0.934 0.285 0.640 
0.901 0.295 0.672 
0.851 0.295 0.716 
0.417 0.284 0.607 
0.683 0.285 0.541 
0.217 0.296 0.529 
0.550 0.285 0.497 
0.451 0.295 0.431 
0.334 0.296 0.991 
0.350 0.285 0.640 
0.533 0.306 0.634 
0.284 0.284 0.738 
0.683 0.295 0.553 
0.583 0.296 0.619 
0.751 0.306 0.711 
0.767 0.285 0.628 
0.717 0.296 0.596 
0.233 0.296 0.749 
0.250 0.307 1.006 
0.450 0.307 0.449 
0.634 0.284 0.552 
0.734 0.284 0.410 
0.534 0.285 0.508 
0.851 0.306 0.602 
0.783 0.284 0.475 
0.983 0.284 0.475 
0.633 0.284 0.749 
0.468 0.284 0.421 
0.285 0.296 0.695 
0.684 0.306 0.470 
0.833 0.284 0.465 
0.535 0.306 0.480 
0.283 0.285 0.377 
0.418 0.296 0.640 
0.318 0.307 0.559 
0.434 0.285 0.640 
0.551 0.296 0.825 
0.617 0.307 0.427 
0.567 0.295 0.792 
0.902 0.296 0.498 
0.618 0.296 0.475 
0.951 0.295 0.486 
0.718 0.284 0.387 
0.969 0.292 0.571 
0.400 0.291 0.990 
0.750 0.291 0.623 
0.434 0.291 0.633 
0.735 0.296 0.519 
0.751 0.306 0.591 
0.250 0.306 0.657 
0.400 0.295 0.510 
0.385 0.296 0.770 
0.733 0.296 0.563 
0.883 0.284 0.760 
0.484 0.284 0.760 
0.834 0.284 0.497 
0.750 0.284 0.672 
0.201 0.306 0.634 
0.685 0.296 0.540 
0.517 0.284 0.519 
0.933 0.295 0.902 
0.200 0.295 0.913 
0.567 0.295 0.739 
0.534 0.306 0.973 
0.567 0.295 0.685 
0.817 0.295 0.542 
0.466 0.285 0.990 
0.833 0.296 0.608 
0.584 0.295 0.738 
0.232 0.295 0.498 
0.350 0.284 0.596 
0.785 0.284 0.584 
0.584 0.295 0.498 
0.317 0.306 0.722 
0.484 0.284 0.607 
0.684 0.295 0.650 
0.351 0.296 0.650 
0.801 0.284 0.859 
0.400 0.296 0.759 
0.934 0.296 0.585 
0.417 0.295 0.585 
0.819 0.296 0.990 
0.350 0.011 0.011 
0.435 0.296 0.988 
0.283 0.284 0.650 
0.667 0.296 0.728 
0.751 0.295 0.509 
0.634 0.296 0.497 
0.551 0.285 0.784 
<><><><><><><><> 
Overall acc:  0.89    Male acc:  0.90    Fem acc:  0.88 
RT (mean):  0.61 
Consist:  0.70 
<><><><><><><><> 
End: 06-Feb-2014 14:50:32 
