<><><><><><><><> 
Begin: 05-Mar-2014 11:24:00 
0.450 0.285 0.388 
0.767 0.295 0.422 
0.734 0.296 0.475 
0.635 0.295 0.311 
0.767 0.284 0.454 
0.733 0.296 0.366 
0.350 0.284 0.497 
0.299 0.296 0.410 
1.002 0.296 0.563 
0.334 0.295 0.574 
0.234 0.284 0.442 
0.651 0.296 0.443 
0.902 0.306 0.437 
0.734 0.295 0.509 
0.349 0.295 0.552 
0.502 0.296 0.991 
0.566 0.295 0.345 
0.984 0.295 0.322 
0.333 0.284 0.465 
0.885 0.296 0.296 
0.717 0.295 0.444 
0.501 0.296 0.584 
0.351 0.296 0.420 
0.551 0.284 0.444 
0.584 0.296 0.421 
0.300 0.297 0.498 
0.667 0.306 0.415 
0.384 0.295 0.354 
0.517 0.284 0.377 
0.667 0.296 0.322 
0.400 0.296 0.487 
0.434 0.295 0.388 
0.700 0.296 0.355 
0.418 0.297 0.398 
0.868 0.284 0.366 
0.985 0.296 0.344 
0.784 0.295 0.344 
0.484 0.285 0.453 
0.666 0.295 0.487 
0.284 0.295 0.422 
0.933 0.285 0.421 
0.902 0.296 0.344 
0.851 0.296 0.296 
0.417 0.285 0.399 
0.684 0.285 0.377 
0.217 0.295 0.552 
0.551 0.284 0.366 
0.451 0.295 0.366 
0.334 0.295 0.367 
0.350 0.285 0.432 
0.535 0.296 0.354 
0.284 0.285 0.521 
0.683 0.295 0.311 
0.584 0.295 0.454 
0.766 0.284 0.388 
0.767 0.284 0.421 
0.719 0.285 0.398 
0.234 0.296 0.541 
0.250 0.307 0.361 
0.451 0.306 0.470 
0.634 0.284 0.388 
0.718 0.307 0.493 
0.534 0.285 0.421 
0.851 0.306 0.339 
0.784 0.284 0.311 
0.984 0.285 0.344 
0.634 0.284 0.377 
0.467 0.285 0.453 
0.283 0.295 0.421 
0.684 0.306 0.471 
0.833 0.285 0.443 
0.534 0.307 0.361 
0.283 0.285 0.508 
0.417 0.295 0.343 
0.333 0.285 0.431 
0.434 0.284 0.377 
0.550 0.296 0.378 
0.617 0.306 0.417 
0.568 0.295 0.398 
0.901 0.295 0.355 
0.617 0.295 0.377 
0.951 0.306 0.438 
0.717 0.285 0.322 
0.968 0.274 0.274 
0.401 0.285 0.487 
0.750 0.286 0.334 
0.434 0.296 0.508 
0.735 0.295 0.421 
0.767 0.285 0.311 
0.251 0.296 0.443 
0.401 0.296 0.365 
0.385 0.296 0.311 
0.733 0.295 0.322 
0.883 0.284 0.344 
0.484 0.284 0.322 
0.834 0.284 0.311 
0.750 0.284 0.311 
0.200 0.306 0.439 
0.683 0.295 0.377 
0.517 0.285 0.497 
0.934 0.295 0.312 
0.200 0.296 0.475 
0.567 0.295 0.442 
0.534 0.307 0.482 
0.568 0.296 0.432 
0.819 0.296 0.322 
0.467 0.284 0.530 
0.835 0.285 0.388 
0.583 0.295 0.411 
0.234 0.295 0.837 
0.350 0.285 0.410 
0.784 0.296 0.432 
0.585 0.295 0.486 
0.333 0.285 0.475 
0.468 0.306 0.513 
0.684 0.295 0.541 
0.351 0.295 0.518 
0.800 0.284 0.399 
0.401 0.295 0.376 
0.935 0.296 0.409 
0.418 0.296 0.377 
0.818 0.296 0.398 
0.350 0.295 0.476 
0.434 0.295 0.344 
0.267 0.306 0.492 
0.667 0.296 0.333 
0.751 0.295 0.398 
0.635 0.295 0.377 
0.550 0.284 0.432 
<><><><><><><><> 
Overall acc:  0.66    Male acc:  0.75    Fem acc:  0.57 
RT (mean):  0.41 
Consist:  0.17 
<><><><><><><><> 
End: 05-Mar-2014 11:28:04 
