<><><><><><><><> 
Begin: 03-Mar-2014 13:26:52 
0.450 0.285 0.399 
0.769 0.285 0.574 
0.735 0.295 0.409 
0.633 0.295 0.990 
0.767 0.284 0.869 
0.734 0.295 0.749 
0.350 0.284 0.683 
0.301 0.295 0.793 
1.001 0.295 0.824 
0.334 0.295 0.705 
0.233 0.295 0.651 
0.651 0.295 0.606 
0.901 0.306 0.623 
0.733 0.295 0.804 
0.351 0.296 0.519 
0.500 0.295 0.575 
0.566 0.295 0.563 
0.985 0.296 0.617 
0.334 0.284 0.464 
0.885 0.295 0.617 
0.718 0.296 0.595 
0.501 0.295 0.671 
0.351 0.296 0.661 
0.551 0.284 0.530 
0.584 0.296 0.914 
0.302 0.296 0.826 
0.667 0.307 0.646 
0.383 0.295 0.706 
0.516 0.285 0.454 
0.667 0.295 0.628 
0.401 0.296 0.638 
0.434 0.295 0.705 
0.701 0.295 0.595 
0.418 0.295 0.781 
0.867 0.284 0.705 
0.984 0.296 0.650 
0.784 0.295 0.475 
0.483 0.284 0.431 
0.668 0.295 0.673 
0.283 0.296 0.540 
0.934 0.285 0.694 
0.902 0.297 0.639 
0.850 0.306 0.854 
0.417 0.284 0.990 
0.683 0.011 0.011 
0.218 0.296 0.879 
0.550 0.284 0.597 
0.450 0.296 0.530 
0.333 0.296 0.563 
0.351 0.285 0.860 
0.534 0.306 0.602 
0.283 0.285 0.639 
0.685 0.295 0.870 
0.584 0.285 0.640 
0.766 0.284 0.618 
0.767 0.284 0.607 
0.716 0.296 0.608 
0.233 0.295 0.629 
0.251 0.295 0.671 
0.451 0.307 0.623 
0.633 0.284 0.541 
0.733 0.284 0.990 
0.534 0.284 0.738 
0.851 0.306 0.612 
0.783 0.284 0.694 
0.984 0.284 0.639 
0.633 0.284 0.705 
0.467 0.295 0.542 
0.285 0.295 0.639 
0.700 0.285 0.825 
0.834 0.284 0.924 
0.550 0.285 0.552 
0.267 0.307 0.591 
0.417 0.296 0.694 
0.333 0.284 0.497 
0.434 0.285 0.804 
0.550 0.296 0.541 
0.617 0.307 0.668 
0.567 0.295 0.662 
0.902 0.296 0.551 
0.617 0.296 0.574 
0.952 0.295 0.629 
0.718 0.285 0.596 
0.968 0.296 0.660 
0.400 0.295 0.641 
0.750 0.285 0.640 
0.434 0.296 0.989 
0.750 0.284 0.639 
0.751 0.306 0.525 
0.251 0.296 0.673 
0.400 0.295 0.399 
0.385 0.296 0.583 
0.734 0.296 0.574 
0.884 0.284 0.825 
0.484 0.284 0.519 
0.833 0.284 0.497 
0.750 0.285 0.792 
0.216 0.285 0.891 
0.684 0.295 0.617 
0.517 0.284 0.530 
0.934 0.295 0.585 
0.201 0.295 0.846 
0.567 0.295 0.849 
0.551 0.285 0.388 
0.568 0.295 0.595 
0.816 0.295 0.497 
0.467 0.285 0.629 
0.835 0.284 0.627 
0.584 0.284 0.397 
0.235 0.295 0.639 
0.350 0.284 0.552 
0.784 0.295 0.432 
0.584 0.296 0.869 
0.316 0.306 0.635 
0.483 0.284 0.497 
0.684 0.295 0.607 
0.350 0.295 0.999 
0.801 0.284 0.617 
0.400 0.295 0.663 
0.934 0.296 0.507 
0.416 0.296 0.519 
0.816 0.295 0.651 
0.351 0.296 0.627 
0.435 0.295 0.508 
0.267 0.307 0.569 
0.668 0.295 0.750 
0.751 0.296 0.672 
0.635 0.295 0.650 
0.550 0.284 0.530 
<><><><><><><><> 
Overall acc:  0.73    Male acc:  0.77    Fem acc:  0.70 
RT (mean):  0.59 
Consist:  0.13 
<><><><><><><><> 
End: 03-Mar-2014 13:31:45 
