<><><><><><><><> 
Begin: 03-Mar-2014 13:14:47 
0.450 0.284 0.585 
0.767 0.296 0.979 
0.734 0.295 0.433 
0.635 0.296 0.541 
0.767 0.285 0.400 
0.735 0.295 0.716 
0.350 0.285 0.574 
0.301 0.296 0.541 
1.002 0.296 0.519 
0.335 0.296 0.683 
0.234 0.285 0.596 
0.651 0.295 0.879 
0.901 0.306 0.580 
0.734 0.295 1.001 
0.350 0.295 0.717 
0.501 0.295 0.728 
0.568 0.295 0.738 
0.985 0.295 0.562 
0.333 0.284 0.717 
0.884 0.295 0.662 
0.716 0.295 0.860 
0.502 0.295 0.606 
0.350 0.296 0.531 
0.551 0.285 0.716 
0.585 0.295 0.639 
0.300 0.296 0.782 
0.668 0.296 0.772 
0.383 0.295 0.892 
0.517 0.284 0.991 
0.667 0.077 0.077 
0.401 0.296 1.001 
0.435 0.296 0.508 
0.701 0.295 0.508 
0.418 0.296 0.628 
0.867 0.284 0.552 
0.984 0.296 1.000 
0.784 0.296 0.608 
0.483 0.284 0.804 
0.666 0.295 0.586 
0.283 0.296 0.727 
0.933 0.285 0.650 
0.902 0.295 0.628 
0.850 0.306 0.788 
0.416 0.284 0.782 
0.684 0.285 0.903 
0.218 0.296 0.508 
0.551 0.285 0.498 
0.451 0.295 0.695 
0.334 0.295 0.771 
0.350 0.285 0.990 
0.549 0.284 0.727 
0.284 0.284 0.573 
0.684 0.295 0.639 
0.584 0.295 0.476 
0.766 0.284 0.924 
0.767 0.285 0.923 
0.716 0.295 0.619 
0.234 0.295 0.771 
0.251 0.307 0.513 
0.451 0.306 0.952 
0.634 0.284 0.793 
0.734 0.284 0.760 
0.534 0.285 0.596 
0.851 0.307 0.765 
0.784 0.285 0.608 
0.983 0.284 0.760 
0.634 0.284 0.606 
0.467 0.295 0.847 
0.284 0.295 0.617 
0.684 0.306 0.601 
0.818 0.307 0.799 
0.534 0.307 0.536 
0.267 0.306 0.798 
0.418 0.296 0.737 
0.333 0.285 0.595 
0.433 0.285 0.858 
0.549 0.295 1.000 
0.617 0.307 0.526 
0.568 0.296 0.781 
0.902 0.295 0.813 
0.618 0.295 0.704 
0.951 0.297 0.541 
0.717 0.295 0.737 
0.967 0.296 0.870 
0.400 0.284 0.573 
0.750 0.285 0.673 
0.435 0.296 0.825 
0.735 0.296 0.835 
0.766 0.284 0.990 
0.250 0.011 0.011 
0.401 0.296 0.999 
0.384 0.295 0.619 
0.733 0.295 0.640 
0.884 0.284 0.770 
0.483 0.285 0.716 
0.834 0.285 0.804 
0.751 0.285 0.705 
0.216 0.285 0.727 
0.683 0.296 0.662 
0.517 0.285 0.640 
0.935 0.296 0.616 
0.200 0.295 0.694 
0.566 0.306 0.996 
0.550 0.284 0.388 
0.566 0.296 0.673 
0.817 0.296 0.345 
0.467 0.285 0.597 
0.834 0.295 0.564 
0.584 0.285 0.508 
0.235 0.295 0.890 
0.349 0.284 0.694 
0.784 0.295 0.695 
0.584 0.295 0.761 
0.317 0.306 0.633 
0.468 0.306 0.503 
0.685 0.295 0.890 
0.354 0.296 0.771 
0.800 0.284 0.705 
0.401 0.295 0.630 
0.934 0.296 0.684 
0.417 0.295 0.947 
0.817 0.295 0.684 
0.350 0.295 0.716 
0.434 0.295 0.640 
0.268 0.306 0.918 
0.666 0.295 0.650 
0.751 0.296 0.781 
0.635 0.295 0.704 
0.550 0.285 0.607 
<><><><><><><><> 
Overall acc:  0.82    Male acc:  0.78    Fem acc:  0.86 
RT (mean):  0.64 
Consist:  0.34 
<><><><><><><><> 
End: 03-Mar-2014 13:19:52 
