<><><><><><><><> 
Begin: 26-Feb-2014 12:13:22 
0.450 0.284 0.530 
0.768 0.295 0.507 
0.735 0.296 0.497 
0.635 0.296 0.474 
0.767 0.285 0.486 
0.735 0.296 0.421 
0.350 0.285 0.486 
0.301 0.296 0.508 
1.001 0.296 0.509 
0.335 0.296 0.595 
0.234 0.285 0.683 
0.651 0.296 0.585 
0.902 0.296 0.508 
0.734 0.296 0.519 
0.350 0.296 0.510 
0.500 0.295 0.432 
0.567 0.295 0.345 
0.983 0.296 0.377 
0.334 0.285 0.355 
0.884 0.296 0.432 
0.718 0.295 0.464 
0.501 0.296 0.704 
0.351 0.296 0.540 
0.551 0.284 0.497 
0.585 0.296 0.531 
0.301 0.295 0.419 
0.667 0.296 0.618 
0.385 0.296 0.486 
0.517 0.284 0.672 
0.667 0.295 0.518 
0.400 0.296 0.530 
0.434 0.295 0.586 
0.702 0.284 0.476 
0.417 0.296 0.365 
0.868 0.285 0.367 
0.985 0.296 0.409 
0.784 0.296 0.442 
0.484 0.285 0.541 
0.668 0.296 0.496 
0.283 0.296 0.410 
0.934 0.285 0.498 
0.901 0.295 0.706 
0.852 0.296 0.574 
0.417 0.285 0.400 
0.684 0.285 0.420 
0.217 0.296 0.367 
0.551 0.285 0.377 
0.449 0.296 0.296 
0.334 0.296 0.673 
0.350 0.284 0.442 
0.533 0.306 0.416 
0.284 0.284 0.541 
0.684 0.296 0.474 
0.583 0.296 0.454 
0.766 0.284 0.541 
0.767 0.296 0.443 
0.718 0.285 0.486 
0.235 0.284 0.530 
0.250 0.307 0.625 
0.467 0.284 0.464 
0.634 0.285 0.378 
0.734 0.285 0.367 
0.534 0.285 0.486 
0.866 0.284 0.475 
0.783 0.284 0.443 
0.984 0.284 0.498 
0.634 0.284 0.466 
0.467 0.295 0.355 
0.283 0.295 0.421 
0.685 0.306 0.471 
0.819 0.306 0.403 
0.535 0.306 0.436 
0.283 0.285 0.476 
0.416 0.296 0.641 
0.333 0.285 0.443 
0.433 0.285 0.344 
0.551 0.296 0.311 
0.618 0.306 0.415 
0.567 0.296 0.497 
0.902 0.296 0.486 
0.616 0.295 0.477 
0.951 0.306 0.460 
0.718 0.285 0.442 
0.968 0.295 0.530 
0.400 0.295 0.464 
0.751 0.284 0.443 
0.434 0.295 0.529 
0.735 0.296 0.409 
0.751 0.307 0.471 
0.251 0.296 0.507 
0.402 0.296 0.607 
0.384 0.296 0.519 
0.735 0.296 0.465 
0.884 0.285 0.465 
0.484 0.285 0.312 
0.834 0.284 0.541 
0.751 0.285 0.355 
0.216 0.285 0.541 
0.685 0.296 0.585 
0.516 0.296 0.312 
0.934 0.296 0.376 
0.201 0.295 0.442 
0.567 0.296 0.475 
0.550 0.285 0.388 
0.567 0.296 0.650 
0.818 0.295 0.542 
0.467 0.284 0.552 
0.834 0.296 0.476 
0.584 0.285 0.475 
0.233 0.296 0.630 
0.350 0.285 0.421 
0.784 0.295 0.618 
0.585 0.296 0.387 
0.317 0.306 0.515 
0.468 0.307 0.492 
0.685 0.295 0.432 
0.351 0.296 0.519 
0.801 0.285 0.466 
0.401 0.295 0.443 
0.935 0.296 0.485 
0.418 0.296 0.420 
0.818 0.296 0.509 
0.351 0.295 0.509 
0.433 0.295 0.520 
0.283 0.284 0.421 
0.668 0.285 0.344 
0.752 0.295 0.333 
0.634 0.295 0.377 
0.550 0.284 0.476 
<><><><><><><><> 
Overall acc:  0.78    Male acc:  0.75    Fem acc:  0.82 
RT (mean):  0.47 
Consist:  0.36 
<><><><><><><><> 
End: 26-Feb-2014 12:17:42 
