<><><><><><><><> 
Begin: 26-Jun-2014 13:35:13 
0.450 0.885 0.885 
0.250 0.907 0.907 
0.217 0.929 0.929 
0.233 0.907 0.907 
0.567 1.147 1.147 
0.384 1.400 1.400 
0.600 1.846 1.846 
0.400 1.212 1.212 
0.551 1.617 1.617 
0.535 1.126 1.126 
0.250 1.596 1.596 
0.350 1.454 1.454 
0.467 0.906 0.906 
0.467 0.962 0.962 
0.584 1.388 1.388 
0.317 1.332 1.332 
<><><><><><><><> 
RT (mean):  1.14 
Consistency:  0.00 
Self Consistency:  1.00 
<><><><><><><><> 
End: 26-Jun-2014 13:43:05 
