<><><><><><><><> 
Begin: 26-Jun-2014 14:28:27 
0.451 0.876 0.876 
0.251 1.554 1.554 
0.217 0.864 0.864 
0.234 3.995 4.157 
0.568 1.390 1.390 
0.383 0.722 0.722 
0.601 0.590 0.590 
0.400 0.656 0.656 
0.551 0.711 0.711 
0.534 0.788 0.788 
0.250 0.756 0.756 
0.350 0.645 0.645 
0.466 1.105 1.105 
0.467 0.963 0.963 
0.583 1.115 1.115 
0.317 0.898 0.898 
<><><><><><><><> 
RT (mean):  0.93 
Consistency:  0.11 
Self Consistency:  0.91 
<><><><><><><><> 
End: 26-Jun-2014 14:35:12 
