<><><><><><><><> 
Begin: 12-Feb-2014 18:32:30 
0.450 0.285 0.411 
0.769 0.285 0.388 
0.735 0.296 0.476 
0.634 0.295 0.430 
0.767 0.284 0.486 
0.733 0.295 0.443 
0.350 0.284 0.541 
0.301 0.295 0.486 
1.000 0.296 0.377 
0.335 0.296 0.551 
0.233 0.296 0.508 
0.651 0.295 0.716 
0.902 0.296 0.531 
0.734 0.295 0.530 
0.351 0.296 0.595 
0.500 0.296 0.531 
0.568 0.295 0.541 
0.985 0.296 0.454 
0.334 0.284 0.486 
0.885 0.296 0.296 
0.718 0.295 0.442 
0.501 0.295 1.001 
0.350 0.296 0.728 
0.551 0.285 0.477 
0.584 0.296 0.453 
0.300 0.295 0.519 
0.668 0.295 0.704 
0.383 0.296 0.509 
0.516 0.285 0.498 
0.667 0.296 0.465 
0.400 0.296 0.509 
0.434 0.295 0.552 
0.702 0.285 0.507 
0.417 0.296 0.464 
0.868 0.262 0.262 
0.984 0.296 0.366 
0.784 0.296 0.488 
0.483 0.285 0.727 
0.667 0.296 0.595 
0.285 0.296 0.651 
0.934 0.284 0.486 
0.901 0.295 0.518 
0.851 0.295 0.596 
0.416 0.295 0.487 
0.684 0.285 0.453 
0.217 0.296 0.454 
0.550 0.285 0.542 
0.451 0.296 0.453 
0.334 0.297 0.432 
0.350 0.284 0.421 
0.533 0.306 0.546 
0.284 0.284 0.704 
0.684 0.296 0.507 
0.583 0.295 0.596 
0.751 0.306 0.383 
0.768 0.284 0.475 
0.716 0.295 0.475 
0.235 0.284 0.618 
0.250 0.306 0.536 
0.450 0.306 0.448 
0.634 0.284 0.432 
0.734 0.285 0.497 
0.533 0.295 0.432 
0.852 0.306 0.568 
0.784 0.284 0.683 
0.984 0.284 0.508 
0.633 0.285 0.574 
0.467 0.295 0.990 
0.284 0.296 0.585 
0.700 0.285 0.519 
0.818 0.306 0.460 
0.533 0.306 0.470 
0.267 0.306 1.007 
0.417 0.011 0.011 
0.318 0.307 1.006 
0.434 0.284 0.443 
0.550 0.295 0.628 
0.617 0.306 0.481 
0.567 0.295 0.497 
0.902 0.296 0.530 
0.618 0.296 0.541 
0.952 0.296 0.453 
0.717 0.295 0.454 
0.968 0.295 0.551 
0.400 0.285 0.509 
0.750 0.284 0.563 
0.433 0.296 0.597 
0.734 0.296 0.442 
0.767 0.284 0.684 
0.250 0.306 0.503 
0.399 0.306 0.481 
0.384 0.295 0.410 
0.734 0.295 0.760 
0.884 0.285 0.672 
0.483 0.284 0.422 
0.834 0.284 0.530 
0.750 0.285 0.694 
0.200 0.306 0.603 
0.683 0.295 0.455 
0.517 0.285 0.508 
0.934 0.296 0.574 
0.201 0.296 0.518 
0.568 0.295 0.738 
0.550 0.285 0.498 
0.567 0.295 0.455 
0.819 0.295 0.475 
0.467 0.285 0.542 
0.834 0.295 0.739 
0.581 0.295 0.990 
0.235 0.295 0.498 
0.350 0.142 0.142 
0.784 0.295 0.717 
0.584 0.295 0.575 
0.334 0.284 0.465 
0.468 0.306 0.656 
0.684 0.295 0.890 
0.351 0.296 0.464 
0.801 0.284 0.486 
0.400 0.295 0.696 
0.934 0.296 0.420 
0.417 0.295 0.464 
0.817 0.295 0.411 
0.350 0.295 0.422 
0.434 0.295 0.630 
0.268 0.307 0.523 
0.668 0.296 0.988 
0.750 0.295 0.498 
0.634 0.295 0.420 
0.550 0.285 0.497 
<><><><><><><><> 
Overall acc:  0.78    Male acc:  0.86    Fem acc:  0.71 
RT (mean):  0.51 
Consist:  0.33 
<><><><><><><><> 
End: 12-Feb-2014 18:37:05 
