<><><><><><><><> 
Begin: 26-Feb-2014 10:44:21 
0.450 0.011 0.011 
0.769 0.011 0.011 
0.733 0.011 0.011 
0.634 0.011 0.011 
0.766 0.011 0.011 
0.735 0.011 0.011 
0.351 0.011 0.011 
0.301 0.011 0.011 
1.000 0.011 0.011 
0.333 0.011 0.011 
0.233 0.011 0.011 
0.652 0.011 0.011 
0.902 0.011 0.011 
0.734 0.011 0.011 
0.350 0.011 0.011 
0.500 0.011 0.011 
0.568 0.011 0.011 
0.984 0.011 0.011 
0.334 0.011 0.011 
0.884 0.011 0.011 
0.719 0.011 0.011 
0.502 0.011 0.011 
0.350 0.011 0.011 
0.550 0.011 0.011 
0.583 0.011 0.011 
0.301 0.011 0.011 
0.666 0.011 0.011 
0.384 0.011 0.011 
0.516 0.011 0.011 
0.667 0.011 0.011 
0.399 0.011 0.011 
0.434 0.011 0.011 
0.701 0.011 0.011 
0.418 0.011 0.011 
0.868 0.011 0.011 
0.985 0.011 0.011 
0.784 0.011 0.011 
0.484 0.011 0.011 
0.668 0.011 0.011 
0.284 0.011 0.011 
0.933 0.011 0.011 
0.902 0.011 0.011 
0.850 0.011 0.011 
0.417 0.011 0.011 
0.684 0.011 0.011 
0.217 0.011 0.011 
0.550 0.011 0.011 
0.450 0.011 0.011 
0.334 0.011 0.011 
0.350 0.011 0.011 
0.535 0.011 0.011 
0.283 0.011 0.011 
0.684 0.011 0.011 
0.584 0.011 0.011 
0.767 0.011 0.011 
0.766 0.011 0.011 
0.717 0.011 0.011 
0.235 0.011 0.011 
0.250 0.011 0.011 
0.451 0.011 0.011 
0.633 0.011 0.011 
0.734 0.011 0.011 
0.534 0.011 0.011 
0.867 0.011 0.011 
0.784 0.011 0.011 
0.984 0.011 0.011 
0.634 0.011 0.011 
0.468 0.011 0.011 
0.285 0.011 0.011 
0.683 0.011 0.011 
0.818 0.011 0.011 
0.534 0.011 0.011 
0.283 0.011 0.011 
0.417 0.011 0.011 
0.317 0.011 0.011 
0.434 0.011 0.011 
0.550 0.011 0.011 
0.617 0.011 0.011 
0.567 0.011 0.011 
0.902 0.011 0.011 
0.617 0.011 0.011 
0.952 0.011 0.011 
0.717 0.011 0.011 
0.969 0.011 0.011 
0.400 0.011 0.011 
0.750 0.011 0.011 
0.435 0.011 0.011 
0.733 0.011 0.011 
0.751 0.011 0.011 
0.251 0.011 0.011 
0.400 0.011 0.011 
0.383 0.011 0.011 
0.733 0.011 0.011 
0.884 0.011 0.011 
0.483 0.011 0.011 
0.834 0.011 0.011 
0.750 0.011 0.011 
0.201 0.011 0.011 
0.684 0.011 0.011 
0.517 0.011 0.011 
0.935 0.011 0.011 
0.200 0.011 0.011 
0.568 0.011 0.011 
0.534 0.011 0.011 
0.568 0.011 0.011 
0.818 0.011 0.011 
0.467 0.011 0.011 
0.833 0.011 0.011 
0.585 0.011 0.011 
0.234 0.011 0.011 
0.349 0.011 0.011 
0.784 0.011 0.011 
0.585 0.011 0.011 
0.334 0.011 0.011 
0.468 0.011 0.011 
0.683 0.011 0.011 
0.350 0.011 0.011 
0.801 0.011 0.011 
0.401 0.011 0.011 
0.934 0.011 0.011 
0.418 0.011 0.011 
0.817 0.011 0.011 
0.351 0.011 0.011 
0.433 0.011 0.011 
0.284 0.011 0.011 
0.666 0.011 0.011 
0.750 0.011 0.011 
0.634 0.011 0.011 
0.550 0.011 0.011 
<><><><><><><><> 
Overall acc:  0.50    Male acc:  1.00    Fem acc:  0.00 
RT (mean):  0.01 
Consist:  NaN 
<><><><><><><><> 
End: 26-Feb-2014 10:46:54 
