<><><><><><><><> 
Begin: 26-Feb-2014 10:53:33 
0.451 0.011 0.011 
0.767 0.011 0.011 
0.735 0.011 0.011 
0.634 0.011 0.011 
0.767 0.011 0.011 
0.735 0.011 0.011 
0.350 0.011 0.011 
0.300 0.011 0.011 
1.002 0.011 0.011 
0.334 0.011 0.011 
0.234 0.011 0.011 
0.652 0.011 0.011 
0.902 0.011 0.011 
0.735 0.011 0.011 
0.349 0.011 0.011 
0.502 0.011 0.011 
0.568 0.011 0.011 
0.984 0.011 0.011 
0.334 0.011 0.011 
0.885 0.011 0.011 
0.717 0.011 0.011 
0.501 0.011 0.011 
0.351 0.011 0.011 
0.550 0.011 0.011 
0.583 0.011 0.011 
0.299 0.011 0.011 
0.667 0.011 0.011 
0.384 0.011 0.011 
0.517 0.011 0.011 
0.667 0.011 0.011 
0.400 0.011 0.011 
0.435 0.011 0.011 
0.701 0.011 0.011 
0.417 0.011 0.011 
0.868 0.011 0.011 
0.984 0.011 0.011 
0.784 0.011 0.011 
0.484 0.011 0.011 
0.667 0.011 0.011 
0.284 0.011 0.011 
0.934 0.011 0.011 
0.900 0.011 0.011 
0.851 0.011 0.011 
0.417 0.011 0.011 
0.683 0.011 0.011 
0.216 0.011 0.011 
0.550 0.011 0.011 
0.449 0.011 0.011 
0.333 0.011 0.011 
0.350 0.011 0.011 
0.535 0.011 0.011 
0.284 0.011 0.011 
0.684 0.011 0.011 
0.584 0.011 0.011 
0.751 0.011 0.011 
0.768 0.011 0.011 
0.717 0.011 0.011 
0.234 0.011 0.011 
0.250 0.011 0.011 
0.466 0.011 0.011 
0.633 0.011 0.011 
0.718 0.011 0.011 
0.534 0.011 0.011 
0.851 0.011 0.011 
0.783 0.011 0.011 
0.984 0.011 0.011 
0.634 0.284 0.760 
0.468 0.011 0.011 
0.285 0.011 0.011 
0.683 0.011 0.011 
0.818 0.011 0.011 
0.533 0.011 0.011 
0.283 0.011 0.011 
0.418 0.011 0.011 
0.333 0.011 0.011 
0.433 0.011 0.011 
0.551 0.011 0.011 
0.618 0.011 0.011 
0.567 0.011 0.011 
0.900 0.011 0.011 
0.618 0.011 0.011 
0.951 0.011 0.011 
0.717 0.011 0.011 
0.969 0.011 0.011 
0.400 0.011 0.011 
0.750 0.011 0.011 
0.434 0.011 0.011 
0.735 0.011 0.011 
0.751 0.011 0.011 
0.251 0.011 0.011 
0.401 0.011 0.011 
0.385 0.011 0.011 
0.733 0.011 0.011 
0.884 0.011 0.011 
0.484 0.011 0.011 
0.834 0.011 0.011 
0.750 0.011 0.011 
0.216 0.011 0.011 
0.685 0.011 0.011 
0.516 0.011 0.011 
0.934 0.011 0.011 
0.199 0.011 0.011 
0.567 0.011 0.011 
0.550 0.011 0.011 
0.567 0.121 0.121 
0.817 0.011 0.011 
0.467 0.011 0.011 
0.833 0.011 0.011 
0.584 0.011 0.011 
0.234 0.011 0.011 
0.350 0.011 0.011 
0.785 0.011 0.011 
0.585 0.011 0.011 
0.317 0.011 0.011 
0.468 0.011 0.011 
0.684 0.011 0.011 
0.350 0.011 0.011 
0.800 0.011 0.011 
0.401 0.011 0.011 
0.935 0.011 0.011 
0.418 0.011 0.011 
0.818 0.011 0.011 
0.350 0.011 0.011 
0.435 0.011 0.011 
0.283 0.011 0.011 
0.667 0.011 0.011 
0.752 0.011 0.011 
0.635 0.011 0.011 
0.550 0.011 0.011 
<><><><><><><><> 
Overall acc:  0.49    Male acc:  0.59    Fem acc:  0.39 
RT (mean):  0.02 
Consist:  -0.04 
<><><><><><><><> 
End: 26-Feb-2014 10:56:08 
