<><><><><><><><> 
Begin: 05-Jun-2014 13:36:47 
0.484 1.062 1.062 
0.317 1.412 1.412 
0.433 0.876 0.876 
0.367 1.281 1.281 
0.233 1.007 1.007 
0.217 1.053 1.053 
0.400 0.974 0.974 
0.317 0.756 0.756 
0.333 1.631 1.631 
0.317 0.952 0.952 
0.284 0.952 0.952 
0.367 1.106 1.106 
0.484 0.712 0.712 
0.300 0.744 0.744 
0.467 1.610 1.610 
0.385 0.844 0.844 
<><><><><><><><> 
RT (mean):  1.10 
Consistency:  0.04 
Self Consistency:  0.08 
<><><><><><><><> 
End: 05-Jun-2014 13:44:19 
