<><><><><><><><> 
Begin: 05-Jun-2014 13:27:46 
0.484 1.302 1.302 
0.317 1.215 1.215 
0.433 1.006 1.006 
0.367 1.248 1.248 
0.234 1.380 1.380 
0.218 1.183 1.183 
0.401 1.172 1.172 
0.318 0.864 0.864 
0.334 0.898 0.898 
0.317 0.889 0.889 
0.283 0.845 0.845 
0.367 0.800 0.800 
0.484 1.391 1.391 
0.284 1.611 1.611 
0.468 1.107 1.107 
0.384 1.315 1.315 
<><><><><><><><> 
RT (mean):  1.23 
Consistency:  0.16 
Self Consistency:  0.13 
<><><><><><><><> 
End: 05-Jun-2014 13:35:56 
