<><><><><><><><> 
Begin: 05-Jun-2014 13:13:07 
0.500 1.062 1.062 
0.317 1.237 1.237 
0.433 1.326 1.326 
0.367 1.599 1.599 
0.234 1.018 1.018 
0.216 1.336 1.336 
0.401 1.193 1.193 
0.317 1.009 1.009 
0.334 1.414 1.414 
0.317 0.963 0.963 
0.267 2.036 2.036 
0.367 1.281 1.281 
0.484 1.458 1.458 
0.283 1.480 1.480 
0.467 1.510 1.510 
0.383 1.095 1.095 
<><><><><><><><> 
RT (mean):  1.12 
Consistency:  0.06 
Self Consistency:  0.07 
<><><><><><><><> 
End: 05-Jun-2014 13:20:42 
