<><><><><><><><> 
Begin: 27-Feb-2014 10:36:12 
0.449 0.284 0.475 
0.767 0.296 0.497 
0.735 0.295 0.607 
0.635 0.297 0.420 
0.767 0.285 0.629 
0.735 0.295 0.486 
0.350 0.284 0.552 
0.301 0.295 0.540 
1.001 0.296 0.453 
0.333 0.306 0.568 
0.233 0.285 0.531 
0.650 0.296 0.508 
0.902 0.263 0.263 
0.734 0.252 0.252 
0.351 0.296 0.519 
0.501 0.296 0.409 
0.567 0.219 0.219 
0.985 0.022 0.022 
0.334 0.285 0.465 
0.884 0.296 0.464 
0.717 0.295 0.454 
0.499 0.295 0.454 
0.350 0.295 0.409 
0.551 0.284 0.421 
0.584 0.296 0.344 
0.301 0.296 0.431 
0.668 0.296 0.377 
0.383 0.296 0.442 
0.517 0.284 0.497 
0.667 0.295 0.367 
0.400 0.295 0.486 
0.435 0.295 0.474 
0.701 0.295 0.474 
0.417 0.295 0.399 
0.868 0.284 0.420 
0.984 0.296 0.454 
0.784 0.295 0.498 
0.484 0.285 0.333 
0.667 0.241 0.241 
0.284 0.295 0.365 
0.934 0.285 0.420 
0.901 0.230 0.230 
0.851 0.208 0.208 
0.417 0.285 0.356 
0.683 0.285 0.355 
0.216 0.296 0.477 
0.550 0.285 0.344 
0.450 0.296 0.409 
0.333 0.295 0.432 
0.350 0.285 0.311 
0.533 0.306 0.481 
0.284 0.284 0.366 
0.685 0.295 0.682 
0.584 0.295 0.432 
0.752 0.307 0.513 
0.768 0.285 0.475 
0.718 0.284 0.377 
0.234 0.295 0.466 
0.251 0.307 0.547 
0.451 0.306 0.547 
0.634 0.285 0.388 
0.734 0.284 0.530 
0.534 0.284 0.322 
0.867 0.284 0.486 
0.784 0.284 0.716 
0.984 0.284 0.530 
0.633 0.284 0.366 
0.468 0.284 0.333 
0.285 0.296 0.464 
0.683 0.307 0.481 
0.818 0.306 0.536 
0.533 0.307 0.340 
0.282 0.285 0.421 
0.417 0.295 0.498 
0.333 0.284 0.366 
0.434 0.285 0.442 
0.550 0.296 0.465 
0.618 0.306 0.405 
0.567 0.296 0.453 
0.901 0.296 0.399 
0.618 0.296 0.420 
0.951 0.306 0.482 
0.718 0.284 0.432 
0.968 0.295 0.497 
0.400 0.284 0.464 
0.751 0.285 0.431 
0.434 0.295 0.322 
0.733 0.296 0.465 
0.751 0.307 0.492 
0.250 0.306 0.461 
0.401 0.295 0.485 
0.383 0.295 0.531 
0.735 0.296 0.486 
0.884 0.284 0.487 
0.483 0.295 0.422 
0.834 0.285 0.312 
0.751 0.285 0.377 
0.200 0.307 0.612 
0.685 0.295 0.496 
0.517 0.284 0.464 
0.934 0.295 0.498 
0.200 0.295 0.366 
0.567 0.295 0.345 
0.550 0.285 0.420 
0.567 0.296 0.595 
0.818 0.273 0.273 
0.466 0.285 0.431 
0.834 0.296 0.519 
0.584 0.285 0.399 
0.234 0.296 0.608 
0.350 0.285 0.508 
0.784 0.295 0.485 
0.583 0.296 0.508 
0.317 0.307 0.416 
0.467 0.306 0.689 
0.684 0.295 0.442 
0.350 0.296 0.650 
0.801 0.285 0.322 
0.400 0.295 0.400 
0.935 0.295 0.539 
0.417 0.296 0.399 
0.818 0.296 0.519 
0.351 0.295 0.540 
0.433 0.295 0.465 
0.268 0.306 0.579 
0.668 0.284 0.355 
0.750 0.296 0.814 
0.634 0.296 0.422 
0.549 0.284 0.464 
<><><><><><><><> 
Overall acc:  0.69    Male acc:  0.79    Fem acc:  0.58 
RT (mean):  0.45 
Consist:  0.01 
<><><><><><><><> 
End: 27-Feb-2014 10:40:27 
