<><><><><><><><> 
Begin: 08-Mar-2014 11:18:14 
0.450 0.284 0.585 
0.768 0.295 0.344 
0.734 0.295 0.464 
0.634 0.295 0.410 
0.768 0.284 0.497 
0.733 0.295 0.585 
0.350 0.284 0.497 
0.300 0.295 0.584 
1.001 0.295 0.508 
0.334 0.295 0.497 
0.234 0.284 0.792 
0.651 0.295 0.432 
0.901 0.307 0.537 
0.734 0.295 0.595 
0.350 0.295 0.596 
0.501 0.295 0.650 
0.567 0.295 0.421 
0.984 0.295 0.530 
0.333 0.284 0.421 
0.884 0.295 0.541 
0.717 0.295 0.628 
0.499 0.295 0.388 
0.350 0.295 0.366 
0.551 0.284 0.486 
0.584 0.296 0.453 
0.300 0.295 0.541 
0.667 0.306 0.568 
0.384 0.295 0.465 
0.517 0.284 0.497 
0.667 0.295 0.399 
0.400 0.295 0.454 
0.434 0.295 0.388 
0.701 0.284 0.284 
0.417 0.295 0.421 
0.868 0.284 0.573 
0.984 0.296 0.650 
0.784 0.295 0.563 
0.484 0.284 0.530 
0.667 0.295 0.519 
0.284 0.295 0.574 
0.934 0.284 0.595 
0.901 0.295 0.563 
0.851 0.295 0.650 
0.417 0.284 0.661 
0.684 0.284 0.694 
0.217 0.295 0.498 
0.550 0.284 0.541 
0.450 0.295 0.530 
0.334 0.295 0.683 
0.350 0.285 0.661 
0.534 0.306 0.492 
0.284 0.285 0.694 
0.685 0.295 0.442 
0.584 0.295 0.432 
0.751 0.306 0.579 
0.768 0.284 0.399 
0.717 0.295 0.377 
0.234 0.295 0.575 
0.251 0.306 0.404 
0.451 0.306 0.306 
0.634 0.284 0.311 
0.718 0.306 0.327 
0.533 0.295 0.333 
0.851 0.306 0.360 
0.784 0.284 0.333 
0.984 0.285 0.355 
0.634 0.284 0.377 
0.467 0.295 0.399 
0.284 0.295 0.311 
0.684 0.306 0.612 
0.818 0.306 0.448 
0.534 0.306 0.350 
0.267 0.306 0.699 
0.417 0.295 0.388 
0.318 0.306 0.633 
0.434 0.284 0.475 
0.551 0.295 0.530 
0.617 0.306 0.481 
0.567 0.295 0.508 
0.901 0.296 0.749 
0.617 0.295 0.989 
0.951 0.295 0.421 
0.717 0.295 0.628 
0.967 0.295 0.431 
0.401 0.285 0.432 
0.751 0.284 0.606 
0.433 0.295 0.738 
0.734 0.306 0.470 
0.751 0.306 0.514 
0.250 0.306 1.006 
0.400 0.295 0.563 
0.383 0.295 0.607 
0.734 0.295 0.530 
0.884 0.285 0.541 
0.484 0.285 0.596 
0.834 0.284 0.541 
0.751 0.284 0.639 
0.200 0.306 0.459 
0.684 0.295 0.573 
0.517 0.284 0.847 
0.934 0.295 0.606 
0.200 0.295 0.552 
0.567 0.295 0.727 
0.534 0.306 0.602 
0.567 0.295 0.552 
0.818 0.295 0.573 
0.467 0.285 0.476 
0.834 0.295 0.486 
0.584 0.295 0.991 
0.234 0.295 0.344 
0.350 0.285 0.771 
0.784 0.296 0.989 
0.584 0.295 0.596 
0.317 0.306 0.667 
0.468 0.306 0.437 
0.684 0.295 0.607 
0.350 0.295 0.519 
0.801 0.284 0.464 
0.400 0.295 0.585 
0.934 0.295 0.651 
0.417 0.295 0.585 
0.818 0.295 0.989 
0.350 0.295 0.497 
0.434 0.295 0.639 
0.267 0.306 1.005 
0.667 0.295 0.596 
0.751 0.295 0.629 
0.634 0.295 0.519 
0.551 0.285 0.595 
<><><><><><><><> 
Overall acc:  0.76    Male acc:  0.86    Fem acc:  0.65 
RT (mean):  0.53 
Consist:  0.32 
<><><><><><><><> 
End: 08-Mar-2014 11:22:50 
