<><><><><><><><> 
Begin: 08-Mar-2014 11:07:40 
0.450 0.284 0.584 
0.768 0.295 0.759 
0.734 0.295 0.563 
0.634 0.295 0.563 
0.767 0.284 0.891 
0.734 0.295 0.453 
0.350 0.284 0.519 
0.300 0.295 0.585 
1.001 0.295 0.497 
0.334 0.295 0.738 
0.234 0.284 0.781 
0.650 0.295 0.410 
0.901 0.306 0.820 
0.734 0.295 0.694 
0.350 0.295 0.497 
0.500 0.295 0.782 
0.567 0.295 0.672 
0.984 0.295 0.475 
0.333 0.285 0.442 
0.884 0.295 0.366 
0.717 0.295 0.596 
0.500 0.295 0.737 
0.350 0.295 0.388 
0.551 0.284 0.551 
0.584 0.295 0.530 
0.300 0.295 0.749 
0.668 0.296 0.453 
0.384 0.295 0.639 
0.517 0.284 0.453 
0.667 0.295 0.453 
0.400 0.295 0.716 
0.434 0.295 0.629 
0.701 0.295 0.541 
0.416 0.295 0.694 
0.868 0.284 0.661 
0.984 0.295 0.541 
0.784 0.295 0.574 
0.484 0.284 0.967 
0.667 0.295 0.563 
0.285 0.295 0.671 
0.933 0.284 0.388 
0.900 0.295 0.727 
0.850 0.306 0.415 
0.417 0.284 0.388 
0.684 0.285 0.585 
0.217 0.295 0.420 
0.551 0.284 0.453 
0.451 0.295 0.585 
0.334 0.295 0.399 
0.350 0.284 0.651 
0.534 0.306 0.536 
0.284 0.284 0.551 
0.684 0.295 0.716 
0.584 0.284 0.815 
0.755 0.295 0.793 
0.768 0.285 0.552 
0.717 0.295 0.497 
0.233 0.295 0.453 
0.250 0.306 0.645 
0.451 0.306 0.634 
0.634 0.284 0.530 
0.734 0.284 0.519 
0.534 0.284 0.650 
0.851 0.307 0.514 
0.784 0.284 0.421 
0.983 0.284 0.464 
0.634 0.284 0.651 
0.467 0.285 0.465 
0.283 0.295 0.464 
0.684 0.306 0.513 
0.818 0.306 0.808 
0.534 0.306 0.460 
0.267 0.307 0.700 
0.417 0.296 0.650 
0.318 0.307 0.524 
0.434 0.285 0.584 
0.551 0.295 0.574 
0.617 0.306 0.678 
0.567 0.296 0.475 
0.901 0.295 0.650 
0.617 0.295 0.552 
0.951 0.306 0.677 
0.717 0.295 0.913 
0.968 0.295 0.704 
0.400 0.284 0.639 
0.751 0.284 0.639 
0.434 0.295 0.650 
0.734 0.295 0.476 
0.751 0.306 0.546 
0.250 0.306 0.798 
0.401 0.295 0.519 
0.384 0.295 0.803 
0.734 0.295 0.574 
0.884 0.284 0.475 
0.484 0.285 0.442 
0.834 0.284 0.486 
0.751 0.284 0.585 
0.201 0.306 0.644 
0.684 0.295 0.639 
0.517 0.284 0.607 
0.934 0.295 0.661 
0.200 0.295 0.869 
0.567 0.296 0.672 
0.550 0.284 0.574 
0.567 0.295 0.748 
0.817 0.296 0.945 
0.467 0.284 0.541 
0.834 0.295 0.432 
0.584 0.295 0.519 
0.234 0.295 0.781 
0.350 0.285 0.552 
0.784 0.295 0.727 
0.583 0.295 0.552 
0.317 0.306 0.515 
0.468 0.306 0.689 
0.684 0.295 0.421 
0.350 0.295 0.650 
0.801 0.284 0.508 
0.400 0.296 0.880 
0.934 0.295 0.628 
0.417 0.295 0.563 
0.818 0.295 0.607 
0.350 0.295 0.595 
0.434 0.295 0.694 
0.267 0.306 0.590 
0.667 0.295 0.563 
0.751 0.295 0.519 
0.634 0.295 0.628 
0.551 0.284 0.530 
<><><><><><><><> 
Overall acc:  0.85    Male acc:  0.95    Fem acc:  0.74 
RT (mean):  0.63 
Consist:  0.57 
<><><><><><><><> 
End: 08-Mar-2014 11:12:43 
