<><><><><><><><> 
Begin: 04-Jun-2014 13:31:37 
0.484 0.722 0.722 
0.284 1.018 1.018 
0.217 1.073 1.073 
0.500 1.226 1.226 
0.399 3.338 3.338 
0.400 0.963 0.963 
0.566 1.083 1.083 
0.450 1.041 1.041 
0.450 0.843 0.843 
0.551 0.832 0.832 
0.518 1.466 1.466 
0.434 1.259 1.259 
0.283 3.984 4.186 
0.301 1.391 1.391 
0.550 0.853 0.853 
0.217 1.018 1.018 
<><><><><><><><> 
RT (mean):  1.26 
Consistency:  0.11 
<><><><><><><><> 
End: 04-Jun-2014 13:39:56 
