<><><><><><><><> 
Begin: 04-Jun-2014 13:12:30 
0.484 0.810 0.810 
0.283 0.996 0.996 
0.217 1.159 1.159 
0.500 1.226 1.226 
0.401 1.488 1.488 
0.400 1.007 1.007 
0.567 1.708 1.708 
0.450 1.358 1.358 
0.451 2.168 2.168 
0.551 1.127 1.127 
0.518 1.314 1.314 
0.433 1.314 1.314 
0.283 1.959 1.959 
0.301 1.657 1.657 
0.552 0.981 0.981 
0.217 1.457 1.457 
<><><><><><><><> 
RT (mean):  1.27 
Consistency:  -0.01 
<><><><><><><><> 
End: 04-Jun-2014 13:20:52 
