<><><><><><><><> 
Begin: 04-Mar-2014 15:22:25 
0.450 0.285 0.804 
0.768 0.285 0.649 
0.734 0.295 0.641 
0.634 0.296 0.585 
0.767 0.284 0.717 
0.735 0.296 0.661 
0.350 0.285 0.662 
0.300 0.295 0.661 
1.001 0.295 1.000 
0.334 0.295 1.000 
0.234 0.285 0.848 
0.651 0.295 0.410 
0.917 0.285 0.684 
0.735 0.295 0.573 
0.350 0.295 0.531 
0.501 0.296 0.650 
0.567 0.296 0.705 
0.983 0.295 0.880 
0.334 0.285 0.649 
0.884 0.296 1.002 
0.718 0.296 0.705 
0.500 0.295 0.859 
0.351 0.296 0.638 
0.550 0.295 0.695 
0.584 0.296 0.541 
0.301 0.295 0.606 
0.667 0.307 0.623 
0.384 0.296 0.739 
0.517 0.284 0.891 
0.667 0.295 0.705 
0.401 0.295 0.813 
0.435 0.295 0.804 
0.701 0.285 0.989 
0.418 0.295 0.715 
0.868 0.284 0.684 
0.985 0.296 0.683 
0.784 0.296 0.552 
0.483 0.284 0.651 
0.667 0.295 1.002 
0.284 0.295 0.651 
0.934 0.285 0.760 
0.901 0.296 0.584 
0.852 0.295 0.661 
0.417 0.284 0.815 
0.684 0.284 0.574 
0.218 0.296 0.585 
0.551 0.285 0.563 
0.451 0.296 0.519 
0.334 0.295 0.542 
0.350 0.285 0.551 
0.535 0.295 0.496 
0.283 0.285 0.432 
0.684 0.295 0.367 
0.585 0.285 0.518 
0.767 0.284 0.585 
0.767 0.285 0.497 
0.717 0.295 0.641 
0.233 0.295 0.618 
0.251 0.306 0.634 
0.466 0.285 0.541 
0.634 0.285 0.574 
0.734 0.284 0.804 
0.534 0.284 0.738 
0.852 0.306 0.744 
0.784 0.285 0.803 
0.984 0.284 0.694 
0.634 0.285 0.706 
0.467 0.295 0.641 
0.284 0.296 0.639 
0.684 0.307 0.657 
0.833 0.284 0.695 
0.533 0.307 0.645 
0.283 0.284 0.914 
0.417 0.295 0.794 
0.318 0.307 0.645 
0.434 0.285 0.673 
0.552 0.296 0.771 
0.617 0.306 0.777 
0.567 0.296 0.924 
0.901 0.296 0.760 
0.617 0.296 0.596 
0.967 0.285 0.674 
0.717 0.296 0.651 
0.968 0.295 0.618 
0.402 0.285 0.563 
0.751 0.284 0.716 
0.434 0.295 0.673 
0.734 0.296 0.717 
0.751 0.307 0.602 
0.251 0.296 1.000 
0.401 0.295 0.617 
0.384 0.296 0.651 
0.735 0.295 0.619 
0.884 0.285 0.661 
0.484 0.285 0.991 
0.834 0.284 0.596 
0.750 0.284 0.849 
0.200 0.306 0.678 
0.684 0.296 0.693 
0.517 0.285 0.662 
0.934 0.295 0.552 
0.199 0.296 0.706 
0.566 0.296 0.596 
0.550 0.285 0.661 
0.568 0.296 0.507 
0.818 0.296 0.629 
0.467 0.285 0.651 
0.835 0.284 0.650 
0.584 0.296 0.663 
0.233 0.295 0.641 
0.350 0.284 0.497 
0.784 0.295 0.608 
0.584 0.296 0.595 
0.317 0.307 0.645 
0.483 0.285 0.574 
0.684 0.295 0.618 
0.351 0.296 0.617 
0.801 0.284 0.728 
0.400 0.296 0.584 
0.935 0.296 0.695 
0.417 0.296 0.596 
0.817 0.296 0.433 
0.350 0.296 0.629 
0.434 0.296 0.552 
0.283 0.284 0.618 
0.667 0.296 0.530 
0.752 0.295 0.498 
0.635 0.295 0.759 
0.551 0.285 0.585 
<><><><><><><><> 
Overall acc:  0.95    Male acc:  0.95    Fem acc:  0.95 
RT (mean):  0.66 
Consist:  0.94 
<><><><><><><><> 
End: 04-Mar-2014 15:27:33 
