<><><><><><><><> 
Begin: 07-Feb-2014 16:33:02 
0.450 0.284 0.749 
0.767 0.296 0.707 
0.734 0.295 0.749 
0.634 0.295 0.476 
0.768 0.284 0.476 
0.734 0.296 0.563 
0.350 0.285 0.531 
0.300 0.296 0.640 
1.001 0.296 0.322 
0.333 0.296 0.508 
0.234 0.285 0.540 
0.650 0.296 0.356 
0.901 0.307 0.677 
0.739 0.296 0.486 
0.350 0.295 0.455 
0.500 0.295 0.574 
0.567 0.296 0.487 
0.984 0.296 0.422 
0.333 0.285 0.695 
0.883 0.295 0.422 
0.716 0.295 0.519 
0.501 0.295 0.421 
0.350 0.296 0.551 
0.550 0.295 0.455 
0.584 0.295 0.442 
0.300 0.296 0.474 
0.668 0.296 0.487 
0.384 0.296 0.388 
0.517 0.285 0.498 
0.668 0.296 0.321 
0.400 0.295 0.343 
0.434 0.296 0.519 
0.702 0.284 0.432 
0.418 0.296 0.431 
0.868 0.284 0.376 
0.983 0.259 0.259 
0.784 0.302 0.458 
0.484 0.285 0.792 
0.667 0.295 0.355 
0.283 0.296 0.475 
0.933 0.285 0.444 
0.900 0.296 0.344 
0.851 0.296 0.573 
0.416 0.284 0.476 
0.683 0.284 0.355 
0.217 0.295 0.454 
0.550 0.285 0.442 
0.450 0.295 0.574 
0.334 0.296 0.366 
0.350 0.285 0.531 
0.535 0.295 0.366 
0.284 0.284 0.989 
0.684 0.295 0.563 
0.583 0.295 0.389 
0.767 0.284 0.498 
0.767 0.285 0.585 
0.718 0.284 0.409 
0.234 0.296 0.388 
0.250 0.307 0.470 
0.466 0.284 0.366 
0.634 0.285 0.312 
0.717 0.307 0.482 
0.534 0.284 0.738 
0.867 0.285 0.782 
0.784 0.284 0.432 
0.984 0.284 0.355 
0.634 0.285 0.662 
0.467 0.285 0.606 
0.283 0.296 0.453 
0.684 0.306 0.526 
0.833 0.284 0.541 
0.534 0.306 0.590 
0.283 0.284 0.727 
0.417 0.295 0.409 
0.333 0.285 0.530 
0.433 0.285 0.355 
0.552 0.296 0.388 
0.617 0.306 0.415 
0.567 0.295 0.399 
0.902 0.295 0.497 
0.618 0.296 0.650 
0.952 0.295 0.399 
0.717 0.285 0.465 
0.969 0.297 0.354 
0.399 0.296 0.509 
0.750 0.285 0.990 
0.434 0.295 0.519 
0.734 0.296 0.629 
0.751 0.307 0.657 
0.251 0.296 0.693 
0.401 0.295 0.584 
0.384 0.296 0.706 
0.733 0.295 0.980 
0.884 0.284 0.695 
0.483 0.285 0.541 
0.834 0.285 0.880 
0.751 0.285 0.825 
0.199 0.306 0.680 
0.684 0.296 0.562 
0.517 0.285 0.651 
0.935 0.296 0.825 
0.201 0.296 0.651 
0.568 0.296 0.693 
0.534 0.306 0.613 
0.568 0.295 0.562 
0.819 0.296 0.693 
0.466 0.284 0.738 
0.834 0.295 0.858 
0.584 0.296 0.510 
0.234 0.295 0.553 
0.350 0.285 0.608 
0.784 0.295 0.541 
0.583 0.295 0.552 
0.317 0.307 0.579 
0.468 0.307 0.481 
0.685 0.296 0.662 
0.349 0.306 0.690 
0.801 0.284 0.432 
0.400 0.295 0.441 
0.934 0.296 0.574 
0.416 0.295 0.694 
0.818 0.295 0.706 
0.351 0.295 0.452 
0.434 0.296 0.509 
0.267 0.306 0.852 
0.668 0.284 0.627 
0.750 0.296 0.651 
0.635 0.296 1.001 
0.551 0.285 0.837 
<><><><><><><><> 
Overall acc:  0.74    Male acc:  0.78    Fem acc:  0.70 
RT (mean):  0.54 
Consist:  0.22 
<><><><><><><><> 
End: 07-Feb-2014 16:37:40 
