<><><><><><><><> 
Begin: 07-Feb-2014 16:21:06 
0.449 0.284 0.498 
0.767 0.295 0.519 
0.734 0.296 0.597 
0.634 0.296 0.485 
0.766 0.285 0.453 
0.735 0.295 0.354 
0.349 0.296 0.498 
0.301 0.296 0.332 
1.002 0.296 0.465 
0.335 0.295 0.661 
0.234 0.285 0.595 
0.651 0.296 0.551 
0.901 0.306 0.547 
0.735 0.296 0.629 
0.350 0.296 0.991 
0.500 0.295 0.749 
0.568 0.295 0.683 
0.985 0.296 0.913 
0.334 0.286 0.454 
0.884 0.295 0.486 
0.718 0.296 0.552 
0.501 0.297 0.552 
0.350 0.296 0.663 
0.551 0.285 0.465 
0.583 0.295 0.673 
0.301 0.295 0.530 
0.668 0.296 0.487 
0.385 0.296 0.595 
0.517 0.284 0.574 
0.666 0.296 0.475 
0.400 0.295 0.696 
0.435 0.296 0.432 
0.701 0.295 0.760 
0.417 0.295 0.475 
0.867 0.295 0.400 
0.985 0.295 0.542 
0.784 0.296 0.574 
0.484 0.285 0.520 
0.666 0.295 0.772 
0.284 0.295 0.629 
0.933 0.284 0.442 
0.901 0.296 0.388 
0.851 0.296 0.475 
0.416 0.284 0.640 
0.684 0.284 0.541 
0.216 0.295 0.574 
0.550 0.284 0.650 
0.451 0.295 0.595 
0.333 0.295 0.991 
0.350 0.285 0.530 
0.534 0.307 0.754 
0.283 0.285 0.804 
0.684 0.295 0.453 
0.584 0.284 0.453 
0.751 0.306 0.821 
0.768 0.284 0.979 
0.716 0.295 0.476 
0.235 0.285 0.476 
0.250 0.306 0.535 
0.466 0.285 0.389 
0.634 0.285 0.563 
0.734 0.284 0.673 
0.533 0.295 0.606 
0.867 0.284 0.989 
0.784 0.284 0.706 
0.985 0.285 0.595 
0.634 0.284 0.661 
0.466 0.295 0.432 
0.284 0.295 0.651 
0.684 0.306 0.362 
0.818 0.307 0.580 
0.533 0.307 0.514 
0.267 0.306 0.842 
0.417 0.296 0.540 
0.318 0.306 0.635 
0.433 0.285 0.968 
0.551 0.296 1.001 
0.618 0.295 0.529 
0.568 0.295 0.507 
0.901 0.295 0.628 
0.617 0.296 0.999 
0.952 0.295 0.616 
0.718 0.285 0.814 
0.967 0.295 0.651 
0.400 0.285 0.530 
0.751 0.285 0.639 
0.433 0.295 0.619 
0.734 0.295 0.464 
0.752 0.307 0.591 
0.251 0.296 0.761 
0.402 0.296 0.529 
0.384 0.295 0.991 
0.734 0.296 0.496 
0.884 0.285 0.990 
0.483 0.296 0.411 
0.833 0.284 0.825 
0.750 0.284 0.661 
0.216 0.285 0.628 
0.684 0.295 0.869 
0.517 0.285 0.804 
0.935 0.295 0.802 
0.200 0.296 0.663 
0.567 0.296 0.902 
0.550 0.285 0.618 
0.567 0.295 0.563 
0.819 0.296 0.661 
0.466 0.284 0.530 
0.835 0.296 0.760 
0.584 0.295 0.597 
0.234 0.295 0.748 
0.350 0.284 0.662 
0.784 0.295 0.737 
0.584 0.296 0.617 
0.334 0.285 0.661 
0.483 0.284 0.979 
0.684 0.296 0.563 
0.350 0.295 0.541 
0.801 0.285 0.684 
0.402 0.285 0.826 
0.934 0.295 0.804 
0.417 0.296 0.759 
0.819 0.296 0.584 
0.350 0.295 0.892 
0.433 0.295 0.541 
0.283 0.284 0.990 
0.667 0.296 0.660 
0.752 0.296 0.496 
0.635 0.295 0.738 
0.551 0.285 0.519 
<><><><><><><><> 
Overall acc:  0.82    Male acc:  0.88    Fem acc:  0.76 
RT (mean):  0.64 
Consist:  0.46 
<><><><><><><><> 
End: 07-Feb-2014 16:26:11 
