<><><><><><><><> 
Begin: 10-Mar-2014 13:30:35 
0.450 0.284 0.519 
0.768 0.296 0.411 
0.734 0.295 0.662 
0.634 0.295 0.399 
0.768 0.284 0.639 
0.734 0.273 0.273 
0.350 0.285 0.366 
0.300 0.295 0.311 
1.002 0.296 0.421 
0.334 0.296 0.366 
0.234 0.285 0.432 
0.650 0.295 0.432 
0.901 0.306 0.361 
0.734 0.295 0.333 
0.350 0.296 0.399 
0.502 0.295 0.398 
0.567 0.295 0.333 
0.984 0.296 0.651 
0.334 0.284 0.497 
0.884 0.295 0.695 
0.717 0.296 0.575 
0.502 0.296 0.409 
0.350 0.297 0.475 
0.551 0.285 0.322 
0.584 0.285 0.285 
0.300 0.296 0.518 
0.667 0.307 0.339 
0.384 0.295 0.295 
0.517 0.285 0.285 
0.667 0.295 0.312 
0.399 0.295 0.399 
0.434 0.296 0.464 
0.700 0.285 0.443 
0.417 0.295 0.629 
0.868 0.285 0.508 
0.984 0.296 0.464 
0.784 0.295 0.476 
0.484 0.284 0.432 
0.667 0.284 0.284 
0.284 0.295 0.333 
0.934 0.284 0.464 
0.901 0.296 0.355 
0.851 0.295 0.651 
0.417 0.285 0.620 
0.684 0.284 0.552 
0.217 0.295 0.454 
0.551 0.285 0.508 
0.450 0.296 0.432 
0.334 0.295 0.323 
0.350 0.284 0.399 
0.534 0.306 0.328 
0.284 0.284 0.990 
0.684 0.088 0.088 
0.584 0.285 0.498 
0.767 0.285 0.333 
0.768 0.284 0.366 
0.718 0.295 0.650 
0.234 0.295 0.486 
0.250 0.306 0.393 
0.450 0.307 0.361 
0.634 0.285 0.508 
0.734 0.285 0.410 
0.534 0.285 0.399 
0.851 0.307 0.426 
0.784 0.284 0.410 
0.984 0.284 0.410 
0.634 0.284 0.311 
0.467 0.285 0.421 
0.284 0.296 0.388 
0.684 0.306 0.351 
0.818 0.307 0.371 
0.535 0.307 0.470 
0.267 0.307 0.459 
0.417 0.296 0.475 
0.317 0.307 0.481 
0.433 0.284 0.312 
0.551 0.296 0.322 
0.617 0.306 0.306 
0.567 0.273 0.273 
0.901 0.284 0.284 
0.617 0.296 0.388 
0.951 0.296 0.465 
0.718 0.285 0.858 
0.967 0.296 0.563 
0.400 0.284 0.530 
0.751 0.284 0.453 
0.434 0.295 0.387 
0.734 0.296 0.574 
0.751 0.307 0.579 
0.250 0.306 0.601 
0.400 0.296 0.432 
0.384 0.296 0.365 
0.735 0.296 0.332 
0.884 0.285 0.366 
0.484 0.286 0.311 
0.834 0.284 0.344 
0.751 0.285 0.453 
0.201 0.307 0.656 
0.684 0.295 0.432 
0.517 0.285 0.388 
0.934 0.296 0.322 
0.200 0.296 0.432 
0.567 0.296 0.312 
0.534 0.306 0.568 
0.567 0.295 0.345 
0.818 0.295 0.295 
0.466 0.285 0.431 
0.834 0.295 0.454 
0.584 0.295 0.322 
0.234 0.296 0.496 
0.350 0.284 0.322 
0.783 0.296 0.410 
0.584 0.296 0.312 
0.317 0.307 0.328 
0.483 0.285 0.311 
0.683 0.296 0.683 
0.350 0.296 0.508 
0.801 0.285 0.990 
0.400 0.295 0.519 
0.934 0.295 0.628 
0.417 0.295 0.476 
0.818 0.295 0.312 
0.350 0.295 1.001 
0.434 0.077 0.077 
0.267 0.307 0.438 
0.667 0.295 0.311 
0.751 0.295 0.443 
0.634 0.295 0.311 
0.551 0.285 0.322 
<><><><><><><><> 
Overall acc:  0.69    Male acc:  0.71    Fem acc:  0.68 
RT (mean):  0.45 
Consist:  0.08 
<><><><><><><><> 
End: 10-Mar-2014 13:34:51 
