<><><><><><><><> 
Begin: 06-Feb-2014 14:37:53 
0.451 0.284 0.990 
0.768 0.296 0.989 
0.734 0.295 0.673 
0.635 0.296 0.989 
0.767 0.285 0.772 
0.735 0.296 0.508 
0.349 0.295 0.674 
0.300 0.295 0.564 
1.001 0.295 0.706 
0.335 0.295 0.628 
0.234 0.284 0.508 
0.651 0.295 0.410 
0.901 0.307 0.864 
0.735 0.295 0.804 
0.350 0.295 1.003 
0.502 0.295 0.344 
0.566 0.295 0.574 
0.983 0.296 1.002 
0.334 0.284 0.607 
0.884 0.296 0.673 
0.716 0.295 0.399 
0.501 0.296 0.707 
0.350 0.296 0.520 
0.550 0.295 0.421 
0.584 0.295 1.000 
0.300 0.295 0.333 
0.668 0.307 0.569 
0.383 0.296 0.990 
0.516 0.284 0.989 
0.668 0.295 1.000 
0.400 0.295 0.629 
0.434 0.295 0.541 
0.701 0.285 0.629 
0.418 0.295 0.496 
0.867 0.284 0.541 
0.984 0.295 0.629 
0.785 0.295 0.453 
0.484 0.284 0.640 
0.667 0.295 0.859 
0.285 0.295 1.001 
0.934 0.284 0.990 
0.902 0.295 0.956 
0.852 0.296 0.890 
0.417 0.284 0.465 
0.683 0.285 0.640 
0.216 0.295 1.002 
0.550 0.284 0.989 
0.451 0.295 0.727 
0.333 0.295 0.322 
0.349 0.295 0.990 
0.533 0.307 0.438 
0.283 0.295 0.685 
0.684 0.295 0.989 
0.584 0.295 0.694 
0.768 0.285 0.475 
0.768 0.284 0.988 
0.718 0.284 0.748 
0.234 0.296 0.990 
0.250 0.306 0.997 
0.452 0.296 0.999 
0.634 0.285 0.990 
0.733 0.284 0.628 
0.534 0.284 0.859 
0.851 0.306 0.635 
0.784 0.284 0.508 
0.985 0.284 0.508 
0.634 0.284 0.716 
0.467 0.295 0.705 
0.283 0.295 0.739 
0.684 0.307 0.470 
0.833 0.284 0.443 
0.535 0.306 0.656 
0.267 0.306 0.513 
0.418 0.295 0.519 
0.333 0.284 0.519 
0.433 0.284 0.749 
0.551 0.295 0.629 
0.618 0.296 0.618 
0.568 0.295 0.552 
0.901 0.296 0.891 
0.617 0.296 0.389 
0.951 0.295 0.584 
0.718 0.284 0.486 
0.967 0.296 0.486 
0.400 0.285 0.497 
0.750 0.285 0.497 
0.433 0.295 0.323 
0.735 0.295 0.486 
0.751 0.306 0.634 
0.251 0.296 0.497 
0.402 0.296 0.573 
0.384 0.208 0.208 
0.733 0.033 0.033 
0.884 0.208 0.208 
0.484 0.285 0.452 
0.834 0.208 0.208 
0.751 0.285 0.322 
0.216 0.285 0.432 
0.684 0.296 0.420 
0.517 0.284 0.990 
0.934 0.295 1.000 
0.201 0.295 0.311 
0.566 0.306 0.558 
0.550 0.284 0.990 
0.567 0.295 1.000 
0.819 0.295 0.498 
0.467 0.285 0.749 
0.834 0.295 0.564 
0.585 0.285 0.727 
0.233 0.296 0.640 
0.350 0.285 0.738 
0.785 0.284 0.672 
0.583 0.295 0.991 
0.334 0.284 0.989 
0.483 0.284 0.979 
0.684 0.296 0.673 
0.351 0.295 0.574 
0.801 0.284 0.498 
0.400 0.295 0.619 
0.935 0.295 0.934 
0.418 0.296 0.672 
0.819 0.296 0.606 
0.351 0.296 0.552 
0.435 0.295 0.606 
0.268 0.306 0.722 
0.666 0.295 0.990 
0.751 0.296 0.890 
0.634 0.295 0.531 
0.550 0.284 0.836 
<><><><><><><><> 
Overall acc:  0.78    Male acc:  0.81    Fem acc:  0.75 
RT (mean):  0.55 
Consist:  0.42 
<><><><><><><><> 
End: 06-Feb-2014 14:42:51 
