<><><><><><><><> 
Begin: 06-Feb-2014 18:31:01 
0.768 0.295 1.000 
0.218 0.296 0.443 
0.851 0.284 0.574 
0.317 0.295 0.990 
0.584 0.295 0.432 
0.400 0.306 1.007 
0.502 0.295 0.989 
0.735 0.296 0.989 
0.333 0.296 0.553 
0.433 0.284 0.465 
0.367 0.285 0.355 
0.352 0.297 1.000 
0.468 0.296 0.989 
0.900 0.306 1.006 
0.583 0.295 0.990 
0.533 0.284 0.990 
0.350 0.295 0.422 
0.984 0.285 0.355 
0.534 0.285 0.989 
0.884 0.285 0.990 
0.701 0.285 0.443 
0.501 0.295 0.433 
0.903 0.284 0.284 
0.835 0.295 0.442 
0.567 0.307 0.471 
0.850 0.295 0.999 
0.919 0.295 0.618 
0.551 0.285 0.377 
0.467 0.295 0.530 
0.685 0.285 0.519 
0.916 0.307 1.007 
0.768 0.296 0.442 
0.501 0.295 1.002 
0.784 0.295 0.443 
0.968 0.295 0.989 
0.633 0.297 1.001 
0.635 0.296 0.990 
0.450 0.295 0.991 
0.266 0.285 0.990 
0.350 0.296 0.431 
0.284 0.284 0.388 
0.567 0.296 0.322 
0.216 0.284 0.990 
0.935 0.295 0.989 
0.717 0.296 0.989 
0.200 0.295 1.001 
0.234 0.284 0.497 
0.367 0.296 0.541 
0.566 0.295 0.295 
0.300 0.295 0.366 
0.217 0.284 0.508 
0.784 0.296 0.409 
0.484 0.295 0.508 
0.834 0.284 0.498 
0.551 0.295 1.000 
0.552 0.296 0.999 
0.234 0.307 0.459 
0.250 0.285 0.443 
0.268 0.306 0.349 
0.684 0.285 0.990 
0.401 0.285 0.989 
0.883 0.285 0.585 
0.884 0.295 1.002 
0.968 0.295 1.001 
0.601 0.284 0.399 
0.385 0.285 0.366 
0.384 0.296 0.991 
0.633 0.295 0.992 
0.817 0.295 0.454 
0.483 0.296 0.990 
0.566 0.295 0.519 
0.716 0.296 0.422 
0.934 0.295 0.410 
0.335 0.296 0.989 
0.783 0.285 0.487 
0.666 0.295 0.422 
0.551 0.295 0.990 
0.917 0.284 0.464 
0.517 0.295 0.454 
0.351 0.285 0.989 
0.717 0.284 0.989 
0.701 0.088 0.088 
0.467 0.296 0.988 
0.851 0.284 0.990 
1.002 0.295 0.661 
0.985 0.296 1.000 
0.300 0.295 1.001 
0.384 0.296 0.509 
0.218 0.296 1.001 
0.685 0.295 0.518 
0.283 0.306 0.503 
0.533 0.295 0.466 
0.918 0.285 0.475 
0.635 0.296 1.001 
0.502 0.296 0.431 
0.368 0.296 0.497 
0.551 0.296 0.497 
0.968 0.295 0.454 
0.300 0.295 0.508 
0.583 0.285 0.322 
0.885 0.296 0.999 
0.233 0.295 1.002 
0.751 0.296 0.475 
0.984 0.295 0.486 
0.433 0.295 0.466 
0.317 0.284 0.990 
0.751 0.296 0.487 
0.935 0.285 0.989 
0.700 0.285 0.312 
0.919 0.296 1.001 
0.351 0.306 1.005 
0.800 0.284 0.284 
0.484 0.285 0.432 
0.534 0.295 0.608 
0.333 0.285 0.520 
0.852 0.295 0.377 
0.700 0.296 0.366 
0.801 0.284 0.312 
0.850 0.296 0.552 
0.251 0.295 1.000 
0.969 0.285 0.606 
0.600 0.296 0.356 
0.800 0.306 0.350 
0.801 0.252 0.252 
0.867 0.296 1.000 
0.334 0.285 0.991 
0.567 0.295 1.000 
0.701 0.296 0.990 
0.950 0.296 0.990 
<><><><><><><><> 
Overall acc:  0.70    Male acc:  0.00    Fem acc:  1.00 
RT (mean):  0.43 
Consist:  NaN 
<><><><><><><><> 
End: 06-Feb-2014 18:36:23 
