<><><><><><><><> 
Begin: 06-Feb-2014 18:14:10 
0.766 0.295 0.466 
0.217 0.295 0.508 
0.850 0.285 0.476 
0.318 0.296 0.519 
0.585 0.295 0.771 
0.401 0.307 0.460 
0.501 0.295 0.497 
0.733 0.295 0.510 
0.333 0.295 0.508 
0.434 0.285 0.453 
0.367 0.284 0.530 
0.366 0.284 0.464 
0.468 0.296 0.684 
0.903 0.295 0.562 
0.585 0.285 0.595 
0.533 0.285 0.410 
0.350 0.295 0.552 
0.983 0.285 0.661 
0.534 0.285 0.553 
0.884 0.285 0.738 
0.701 0.285 0.608 
0.501 0.296 0.652 
0.902 0.296 0.540 
0.833 0.295 0.477 
0.568 0.306 0.482 
0.851 0.295 0.530 
0.917 0.295 0.574 
0.550 0.296 0.662 
0.467 0.295 0.584 
0.684 0.295 0.466 
0.918 0.296 0.552 
0.769 0.285 0.606 
0.500 0.295 0.595 
0.784 0.295 0.498 
0.968 0.295 0.464 
0.635 0.295 0.475 
0.634 0.295 0.585 
0.449 0.295 0.509 
0.266 0.284 0.465 
0.350 0.295 0.662 
0.283 0.285 0.760 
0.566 0.306 0.525 
0.217 0.285 0.990 
0.935 0.296 0.726 
0.717 0.295 0.544 
0.200 0.297 0.716 
0.234 0.284 0.640 
0.366 0.296 0.509 
0.568 0.296 0.497 
0.301 0.296 0.519 
0.217 0.284 0.618 
0.784 0.295 0.498 
0.485 0.296 0.748 
0.834 0.285 0.574 
0.556 0.295 0.411 
0.551 0.296 0.464 
0.234 0.307 0.568 
0.250 0.285 0.508 
0.283 0.284 0.585 
0.684 0.284 0.650 
0.400 0.285 0.607 
0.883 0.285 0.377 
0.884 0.296 0.475 
0.967 0.307 0.635 
0.601 0.284 0.989 
0.383 0.295 0.497 
0.384 0.295 0.574 
0.635 0.295 0.716 
0.818 0.285 0.552 
0.483 0.295 0.443 
0.566 0.296 0.486 
0.717 0.295 0.573 
0.935 0.296 0.999 
0.335 0.296 0.759 
0.783 0.284 0.530 
0.666 0.295 0.465 
0.550 0.295 0.586 
0.918 0.284 0.617 
0.518 0.296 0.639 
0.349 0.295 0.981 
0.716 0.284 0.662 
0.702 0.296 0.487 
0.467 0.295 0.553 
0.851 0.284 0.607 
1.000 0.296 0.705 
0.985 0.296 0.585 
0.301 0.296 0.595 
0.384 0.296 0.508 
0.217 0.295 0.585 
0.683 0.295 1.001 
0.284 0.307 0.471 
0.534 0.285 0.574 
0.917 0.284 0.464 
0.634 0.306 0.635 
0.500 0.296 0.586 
0.368 0.295 0.891 
0.550 0.295 0.672 
0.968 0.295 0.651 
0.301 0.295 0.694 
0.584 0.296 0.529 
0.885 0.295 0.705 
0.234 0.295 0.847 
0.751 0.296 1.001 
0.985 0.296 0.507 
0.434 0.285 0.726 
0.316 0.284 0.585 
0.752 0.295 0.475 
0.934 0.295 0.519 
0.683 0.307 0.777 
0.918 0.295 0.488 
0.350 0.306 0.514 
0.801 0.295 0.684 
0.484 0.285 0.892 
0.533 0.296 0.651 
0.334 0.285 0.990 
0.852 0.296 0.595 
0.701 0.295 0.991 
0.800 0.284 0.672 
0.851 0.295 0.508 
0.250 0.306 0.679 
0.967 0.295 0.673 
0.601 0.295 0.990 
0.801 0.296 0.530 
0.801 0.284 0.628 
0.868 0.295 0.552 
0.333 0.284 0.695 
0.566 0.296 0.673 
0.702 0.284 0.540 
0.952 0.296 0.617 
<><><><><><><><> 
Overall acc:  0.92    Male acc:  0.96    Fem acc:  0.89 
RT (mean):  0.61 
Consist:  0.79 
<><><><><><><><> 
End: 06-Feb-2014 18:19:13 
